Oligo_ID	Symbol v12
hHC024801	DLGAP4
hHC024802	CEP164
hHR024803	USP22
hHC024804	FBXO46
hHC024805	SPDEF
hHC024806	LATS2
hHC024807	GPKOW
hHC024808	FADS6
hHR024809	C3orf17
hHC024810	ZFP41
hHR024811	GTF2H1
hHC024812	TLX3
hHC024813	HGFAC
hHR024814	LOC342669
hHR024815	LOC344382
hHC024816	IFNA14
hHC024817	MGC4728
hHC024818	AGRN
hHC024819	KCNMA1
hHR024820	RNF138P1
hHR024821	LOC390363
hHR024822	LOC392173
hHR024823	LOC393078
hHR024824	LOC400759
hHC024825	BCAM
hHC024826	MFGE8
hHR024827	LOC440380
hHR024828	CTRB2
hHR024829	LOC440495
hHR024830	LOC441641
hHR024831	LOC442198
hHR024832	LOC442314
hHR024833	LOC442689
hHR024834	NDUFB1
hHC024835	NPAS1
hHC024836	ZNF593
hHC024837	GNG13
hHC024838	PKP2
hHC024839	DPP8
hHC024840	EPN3
hHC024841	CDV3
hHC024842	CHRNA10
hHR024843	REXO1
hHC024844	HB-1
hHC024845	RDX
hHC024846	DUS1L
hHR024847	SH3BP2
hHC024848	PORCN
hHR024849	PRAMEF2
hHC024850	SNCB
hHC024851	ZNF195
hHC024852	BAT2
hHC024853	LENG1
hHC024854	WBSCR23
hHR024855	.
hHC024856	MUS81
hHC024857	ZNF435
hHC024858	MGC4093
hHC024859	SYMPK
hHR024860	USP32
hHC024861	FIBCD1
hHC024862	KCNAB2
hHR024863	PPFIA3
hHC024864	EIF4EBP3
hHC024865	CRADD
hHC024866	LOC90120
hHC024867	MAP3K6
hHC024868	TJP2
hHC024869	HOMER2
hHC024870	RP1-286D6.4
hHC024871	UBAP2L
hHC024872	TSPAN1
hHC024873	AKR1A1
hHC024874	TMEM115
hHR024875	FKBP9
hHC024876	FKBP9
hHC024877	C14orf8
hHC024878	TRPM6
hHC024879	CSF1
hHC024880	CSNK1G2
hHR024881	LOC153914
hHC024882	LDHD
hHR024883	CCT5
hHR024884	ORC3L
hHC024885	ALPPL2
hHC024886	CASC2
hHC024887	DKFZP564I1171
hHR024888	DKFZP564C152
hHC024889	GFER
hHR024890	LOC285303
hHR024891	LOC285741
hHC024892	GRP
hHC024893	HMGB3
hHC024894	NR4A1
hHR024895	RTP2
hHC024896	POLN
hHR024897	LOC387912
hHR024898	LOC388323
hHC024899	UNQ467
hHR024900	LOC390606
hHR024901	LOC400846
hHR024902	VTLGL1
hHC024903	MCAM
hHR024904	MLLT6
hHR024905	LOC440788
hHR024906	LOC441700
hHR024907	LOC442069
hHR024908	MSI1
hHC024909	MYO9B
hHR024910	PCNA
hHR024911	MRPL30
hHC024912	PLUNC
hHR024913	RWDD1
hHR024914	PLG
hHC024915	FLJ20551
hHR024916	C1GALT1
hHC024917	PEX5
hHC024918	RAD23B
hHC024919	RENBP
hHC024920	SGTA
hHC024921	SREBF1
hHC024922	TITF1
hHR024923	FTO
hHC024924	ULBP3
hHC024925	MAFK
hHC024926	CDT1
hHC024927	ELL
hHC024928	HRK
hHC024929	SLC13A2
hHC024930	LRSAM1
hHC024931	TJAP1
hHC024932	OSBPL2
hHC024933	FARP1
hHR024934	MRGPRE
hHC024935	NHN1
hHC024936	FCRLM2
hHR024937	DKKL2
hHC024938	COMP
hHR024939	LOC138972
hHC024940	RNF113B
hHR024941	LOC158796
hHC024942	PTCRA
hHC024943	DHCR7
hHR024944	DNM1
hHC024945	ERF
hHC024946	FLT1
hHR024947	DNAJC9
hHC024948	BBC3
hHR024949	LOC284352
hHR024950	LOC284373
hHC024951	FLJ33590
hHC024952	FLJ40448
hHC024953	PAQR9
hHC024954	ACADVL
hHC024955	ITIH4
hHC024956	NDUFS7
hHC024957	RHOB
hHC024958	FLJ26175
hHR024959	LOC388959
hHR024960	LOC389768
hHR024961	RPS26P6
hHR024962	LOC392358
hHR024963	LOC402031
hHC024964	LY6H
hHC024965	ART1
hHC024966	MMPL1
hHR024967	LOC441698
hHR024968	LOC442008
hHR024969	LOC442133
hHC024970	ATP5C1
hHC024971	EGFL7
hHC024972	ZDHHC3
hHR024973	EIF3S6IP
hHC024974	LIME1
hHC024975	FLJ10099
hHC024976	ASF1B
hHC024977	PSMC3
hHC024978	MIF4GD
hHR024979	SF4
hHC024980	BCORL1
hHC024981	PARVG
hHC024982	SMARCD2
hHR024983	SSX5
hHC024984	TFAP2A
hHC024985	CLEC3B
hHC024986	UCHL1
hHC024987	USF1
hHC024988	IRX3
hHC024989	PTP4A2
hHC024990	TRRAP
hHR024991	HIST1H4A
hHC024992	WDR24
hHC024993	NUDT22
hHC024994	ZFYVE19
hHC024995	HIP1R
hHC024996	DOK2
hHC024997	LOC91137
hHR024998	ATP5J2
hHR024999	PDE4DIP
hHC025000	C1QL1
hHC025001	EMILIN1
hHC025002	LOC112703
hHC025003	KIF12
hHC025004	CENTG1
hHC025005	CRHR2
hHR025006	TTL
hHC025007	TTL
hHC025008	FAM91A1
hHC025009	GADD45A
hHC025010	CYB5R3
hHR025011	C9orf21
hHC025012	C6orf136
hHC025013	KCNH3
hHR025014	LOC253289
hHC025015	C14orf70
hHC025016	LOC283981
hHC025017	LOC284739
hHR025018	FTLL1
hHC025019	REM1
hHC025020	HNRPH3
hHR025021	LOC339260
hHC025022	NGFRAP1L1
hHC025023	LOC340602
hHR025024	OR10A2
hHC025025	ACADS
hHC025026	LOC374395
hHR025027	LOC392281
hHR025028	LOC392979
hHR025029	CHST6
hHR025030	LOC440555
hHR025031	LOC441845
hHR025032	LOC441921
hHR025033	LOC441968
hHR025034	LOC442442
hHR025035	LOC442478
hHC025036	MYL2
hHR025037	NDUFA9
hHR025038	ATP5A1
hHC025039	CD320
hHC025040	LOC51333
hHC025041	H-plk
hHC025042	C20orf6
hHR025043	PHF1
hHC025044	SDK2
hHC025045	BTN2A3
hHR025046	PRO1546
hHC025047	LGALS14
hHC025048	C14orf124
hHC025049	PYY
hHC025050	DPF2
hHR025051	RNF4
hHC025052	S100A9
hHC025053	MRPL14
hHR025054	MGC3032
hHC025055	SH3TC2
hHC025056	GRHL2
hHC025057	COIL
hHC025058	ELL
hHC025059	ATPBD3
hHC025060	LOC90835
hHC025061	FAM55C
hHC025062	PPT2
hHR025063	CDYL
hHC025064	CDK2AP2
hHC025065	APC2
hHC025066	CDX2
hHR025067	ARPP-19
hHC025068	CHKA
hHC025069	CHKB
hHC025070	BTBD9
hHR025071	LOC122423
hHC025072	ASAH3
hHC025073	C11orf42
hHC025074	DDOST
hHR025075	SPANXF1
hHC025076	DTNB
hHC025077	USP22
hHC025078	CCDC28A
hHR025079	DKFZP434B061
hHC025080	PHGDH
hHC025081	TSPAN17
hHC025082	GPR1
hHC025083	STK32C
hHC025084	LOC285033
hHR025085	LOC285300
hHC025086	RP3-398D13.1
hHR025087	LOC286025
hHR025088	LOC286359
hHC025089	GPX2
hHR025090	CPSF1
hHR025091	LOC340037
hHR025092	LOC345537
hHC025093	IGHM
hHC025094	KCNC4
hHR025095	LOC387924
hHC025096	LAD1
hHR025097	LOC390734
hHR025098	LOC392787
hHC025099	LEPR
hHR025100	LOC400879
hHR025101	LOC401383
hHR025102	LOC402096
hHR025103	LOC402558
hHC025104	ASIP
hHR025105	HERC2P6
hHR025106	LOC440826
hHR025107	LOC441883
hHR025108	LOC442032
hHR025109	LOC442091
hHC025110	PDGFRL
hHC025111	HSPC176
hHC025112	PECAM1
hHC025113	FXYD5
hHC025114	MOV10L1
hHC025115	RBM23
hHC025116	SAPS3
hHC025117	PRG2
hHC025118	PTGER1
hHC025119	KIAA1549
hHR025120	RPL36AL
hHC025121	SGNE1
hHC025122	GPR135
hHR025123	SPANXB2
hHC025124	MICAL1
hHC025125	SMARCA4
hHR025126	CHID1
hHC025127	HIRA
hHR025128	HIST1H2AJ
hHC025129	SEMA7A
hHC025130	PIK3R3
hHC025131	GPR56
hHC025132	KLF4
hHC025133	PICK1
hHC025134	SETDB1
hHC025135	HELZ
hHR025136	G3BP
hHC025137	CTCF
hHC025138	HCST
hHC025139	RCBTB2
hHC025140	VPS45A
hHR025141	CHRNA7
hHC025142	TXNL6
hHR025143	C1orf20
hHC025144	COL5A1
hHC025145	FLJ37440
hHR025146	CTBP2
hHC025147	PNPLA5
hHC025148	CYP17A1
hHC025149	RHOV
hHC025150	ZNF626
hHC025151	ELF3
hHC025152	TIGD1
hHC025153	MLXIP
hHC025154	STAB1
hHC025155	TNPO3
hHR025156	HES5
hHC025157	WIPI2
hHC025158	FBXW2
hHC025159	LOC283129
hHC025160	C17orf58
hHR025161	LOC284379
hHC025162	LOC284379
hHR025163	IGKV1D-13
hHC025164	GRLF1
hHR025165	GSCL
hHC025166	HLA-C
hHR025167	LOC340192
hHC025168	IRAK1
hHC025169	CD164L2
hHC025170	MFAP1
hHR025171	LOC440206
hHR025172	LOC440236
hHR025173	LOC442049
hHC025174	MYT1
hHC025175	NPR2
hHC025176	C20orf45
hHC025177	CABP2
hHC025178	RAB4B
hHC025179	FNDC8
hHC025180	GIMAP5
hHC025181	IFT122
hHR025182	C3orf10
hHC025183	SUSD2
hHC025184	DLGAP3
hHC025185	BCKDHA
hHC025186	ALX4
hHR025187	RPS11
hHC025188	MRPS15
hHR025189	NADK
hHR025190	SOLH
hHR025191	TDG
hHC025192	CCT3
hHC025193	USF2
hHC025194	HYI
hHR025195	HIST1H2AL
hHC025196	CASP9
hHR025197	MXRA8
hHC025198	MAEL
hHC025199	HIST1H2BJ
hHC025200	SPOCD1
hHC025201	NAPRT1
hHC025202	PPP1R14A
hHC025203	BRE
hHC025204	KIAA0649
hHC025205	ADAMTS8
hHC025206	WTIP
hHC025207	CNTFR
hHC025208	TMEM58
hHC025209	WFDC5
hHC025210	UNQ9391
hHC025211	ETS2
hCN025212	.
hHC025213	C10orf9
hHR025214	FDPS
hHC025215	FKBP2
hHC025216	MON1B
hHC025217	CARHSP1
hHC025218	G1P3
hHC025219	SLC37A4
hHC025220	C2orf24
hHC025221	C10orf125
hHC025222	BCL9L
hHC025223	C1orf167
hHR025224	TMED10P
hHC025225	MCTS1
hHC025226	MDFIC
hHR025227	HSBP1
hHR025228	LOC338651
hHC025229	KCNMB1
hHC025230	FLJ31306
hHC025231	AMDHD2
hHC025232	ANKMY1
hHC025233	EPS8L1
hHR025234	NOLA2
hHC025235	MAP2K3
hHR025236	OR2S2
hHC025237	C17orf75
hHC025238	LYNX1
hHC025239	SPRR3
hHC025240	TH
hHC025241	PHLDA2
hHC025242	THOC6
hHC025243	KAZALD1
hHC025244	MXD3
hHR025245	HIST1H3I
hHC025246	MYST1
hHC025247	C20orf100
hHC025248	DEGS1
hHR025249	C9orf30
hHC025250	ARHGEF1
hHC025251	ACY3
hHR025252	WDR57
hHC025253	HOMER3
hHC025254	USP34
hHC025255	KIAA0195
hHC025256	LNK
hHC025257	OACT5
hHR025258	LHFPL4
hHC025259	DHRS2
hHC025260	SAP18
hHC025261	PFDN6
hHC025262	CAPN10
hHC025263	GABARAPL2
hHC025264	C14orf172
hHC025265	CYB5D2
hHR025266	LOC128939
hHC025267	C9orf116
hHC025268	CRYBA4
hHR025269	TMC8
hHC025270	C19orf23
hHR025271	CYP2A7P1
hHR025272	CYP2D6
hHR025273	ANKRD18A
hHR025274	ANKRD24
hHC025275	JMJD2B
hHC025276	FLNC
hHC025277	PHLDB1
hHC025278	RIMBP2
hHC025279	MTCH1
hHC025280	EBF3
hHC025281	BAMBI
hHC025282	DKFZP564I1171
hHC025283	MTHFD1L
hHC025284	RANBP6
hHC025285	15E1.2
hHC025286	FLJ25715
hHC025287	KIAA1856
hHC025288	VPREB3
hHC025289	HLA-F
hHC025290	IDS
hHC025291	GPR144
hHR025292	LOC387823
hHR025293	LOC388524
hHR025294	LOC392352
hHR025295	LOC401255
hHR025296	LOC402102
hHC025297	LRP5
hHR025298	LOC440489
hHR025299	LOC441727
hHC025300	NDUFS6
hHC025301	P2RX4
hHC025302	COL5A3
hHR025303	POLR3K
hHC025304	HAO1
hHC025305	OTUB1
hHC025306	PKN1
hHC025307	PROC
hHC025308	PTGIR
hHC025309	KIAA1324
hHC025310	KIAA1627
hHR025311	RAD1
hHC025312	RRBP1
hHC025313	SKP1A
hHC025314	TMEM108
hHC025315	TAF6
hHC025316	TWIST1
hHR025317	USF2
hHC025318	BRPF1
hHC025319	DDA1
hHC025320	NOC4L
hHC025321	PLEKHH3
hHC025322	USHBP1
hHC025323	SLC25A11
hHR025324	MBL1P1
hHC025325	CLIC3
hHC025326	PIWIL1
hHC025327	C20orf114
hHC025328	SIRPB1
hHR025329	LSM6
hHC025330	MGC19604
hHR025331	RAB42
hHC025332	LOC129607
hHC025333	COL16A1
hHR025334	LOC152663
hHR025335	CYP2A7
hHC025336	CYP2C9
hHR025337	FAM87A
hHC025338	ZNF100
hHC025339	ADAMTS17
hHR025340	FAM9C
hHC025341	NUP160
hHC025342	FBXO46
hHR025343	RPL36
hHR025344	RNU60
hHR025345	RNU51
hHR025346	HPR
hHR025347	LOC342934
hHR025348	LOC390218
hHR025349	FOLR1P
hHC025350	ARSA
hHC025351	MPZ
hHR025352	LOC442007
hHR025353	C1orf33
hHC025354	PPP1CA
hHC025355	GPR108
hHC025356	SEMA4G
hHC025357	SIGIRR
hHC025358	KCNK15
hHC025359	SNCG
hCN025360	.
hHC025361	ABCC8
hHC025362	ZNF33A
hHC025363	METRN
hHC025364	XTP3TPA
hHC025365	NS4ATP2
hHR025366	EBPL
hHC025367	LGALS12
hHC025368	PPFIA3
hHC025369	ACTN1
hHC025370	PLOD3
hHC025371	C19orf20
hHC025372	C9orf112
hHC025373	CAMK2N2
hHC025374	AATK
hHC025375	FAM13A1
hHC025376	KATNB1
hHC025377	NOXA1
hHC025378	ZNF526
hHR025379	DCUN1D3
hHC025380	FLJ40365
hHR025381	LOC148145
hHC025382	CAMSAP1
hHR025383	CYP11B1
hHC025384	LOC197336
hHC025385	FLJ30934
hHC025386	ZP1
hHC025387	TMEM87A
hHC025388	ULK3
hHC025389	GNL3
hHC025390	GBX2
hHC025391	FLJ40504
hHC025392	CRB2
hHC025393	LRP16
hHR025394	HEMK2
hHC025395	PLA2G2E
hHR025396	HK2
hHR025397	HSF1
hHR025398	ARL16
hHR025399	LOC339274
hHC025400	ZNF517
hHR025401	ATP13A5
hHC025402	IMPDH2
hHR025403	ANKRD36
hHR025404	LOC387830
hHR025405	LOC389988
hHR025406	.
hHR025407	LOC391370
hHC025408	LDLR
hHC025409	ARHGDIG
hHR025410	LOC400496
hHR025411	LOC400880
hHR025412	LOC442470
hHC025413	MYO1C
hHC025414	NCL
hHC025415	NKX6-1
hHR025416	LOC51255
hHC025417	C21orf57
hHC025418	C10orf26
hHC025419	C20orf38
hHC025420	FOXRED1
hHC025421	BCDIN3
hHC025422	RP5-1077B9.4
hHR025423	RNU13P3
hHC025424	MRPS24
hHC025425	TPD52L1
hHC025426	VIL2
hHC025427	VTN
hHC025428	MALL
hHC025429	FLJ22184
hHC025430	CAPN1
hHC025431	LTBP4
hHC025432	NR0B2
hHC025433	OSAP
hHC025434	TNFRSF25
hHR025435	PAGE5
hHC025436	SFI1
hHR025437	KIF1C
hHC025438	KIF1C
hHC025439	CPLX2
hHC025440	MALT1
hHC025441	PSIP1
hHC025442	PMF1
hHC025443	KLHDC3
hHC025444	LRRC25
hHC025445	H1FOO
hHC025446	SAMD11
hHC025447	LOC150223
hHC025448	DBP
hHC025449	DLX1
hHC025450	DVL2
hHC025451	FGFR3
hHC025452	ANKRD6
hHC025453	KIAA0404
hHR025454	CHST5
hHC025455	RCOR2
hHR025456	DKFZp666G057
hHR025457	MGC34829
hHC025458	ACAD9
hHR025459	ZDHHC8
hHC025460	NDST1
hHR025461	KRTAP6-2
hHR025462	LOC340246
hHR025463	RP11-493K23.2
hHR025464	KRTAP5-4
hHR025465	LOC388361
hHR025466	LOC388681
hHR025467	LOC390006
hHR025468	MTM
hHR025469	LOC391701
hHR025470	LOC401358
hHR025471	LOC402523
hHR025472	LOC402524
hHC025473	MDK
hHC025474	NDUFS8
hHC025475	NPPC
hHC025476	LOC51035
hHC025477	PDE6B
hHC025478	PSPN
hHC025479	NPDC1
hHC025480	NRIP3
hHC025481	PSMC4
hHC025482	PSMD8
hHC025483	RELB
hHC025484	C20orf67
hHC025485	MRPS5
hHR025486	SPRR2E
hHC025487	XDH
hHC025488	ZNF42
hHC025489	TNIP2
hHC025490	CALB2
hHR025491	CDK5RAP3
hHC025492	TTTY11
hHC025493	ZCCHC9
hHR025494	CYP4F2
hHC025495	F2RL3
hHC025496	PSTPIP1
hHC025497	CDC42BPB
hHC025498	HDAC5
hHC025499	SAE1
hHR025500	PBEF1
hHC025501	POP7
hHC025502	PRSS16
hHC025503	CDX1
hHC025504	GAS2L1
hHC025505	CGREF1
hHR025506	PRDM7
hHR025507	LOC136321
hHR025508	LOC139735
hHC025509	DYNLL2
hHC025510	LOC150383
hHR025511	CTRB1
hHC025512	CUTL1
hHC025513	FLJ35725
hHC025514	DR1
hHC025515	CDCP2
hHR025516	LOC222159
hHC025517	FHL2
hHR025518	C1orf34
hHC025519	CDC42EP4
hHR025520	MGC31957
hHR025521	LOC255512
hHC025522	RPUSD2
hHC025523	C10orf41
hHC025524	GTF2H4
hHR025525	LOC341356
hHC025526	IDH3B
hHC025527	ITIH3
hHC025528	B3GALT7
hHR025529	KPNA4
hHC025530	KRTAP10-8
hHR025531	LOC390335
hHR025532	LOC391722
hHR025533	UBE2HP
hHR025534	LOC402694
hHC025535	MEST
hHC025536	WBP5
hHR025537	RNUXA
hHC025538	TXNL4B
hHC025539	STARD7
hHR025540	KIAA1466
hHC025541	PTPRA
hHC025542	DUS1L
hHC025543	FLJ20859
hHC025544	EPS8L2
hHC025545	TAF11
hHC025546	TGFB1I1
hHC025547	UNG
hHC025548	WNT11
hHC025549	MGC3020
hHC025550	ECHDC3
hHC025551	ZNF702
hHC025552	OR2C3
hHC025553	HIST3H3
hHC025554	MYO18B
hHR025555	KRTAP4-9
hHR025556	API5
hHC025557	FGD3
hHC025558	C3orf25
hHC025559	ADIPOQ
hHC025560	UBE4B
hHC025561	HTATIP
hHC025562	OGFR
hHC025563	CYGB
hHR025564	CNN2
hHC025565	SMCR5
hHR025566	C20orf181
hHC025567	MIB2
hHC025568	DYDC1
hHC025569	DDX6
hHC025570	GAS6
hHC025571	HTF9C
hHR025572	LOC285620
hHC025573	C9orf79
hHR025574	C6orf66
hHR025575	ANKRD11
hHR025576	LOC340947
hHR025577	LOC342346
hHC025578	ITGAD
hHC025579	KCND3
hHC025580	KRT12
hHR025581	LOC390944
hHR025582	LOC392872
hHR025583	LOC401704
hHR025584	LOC441181
hHR025585	LOC441247
hHR025586	LOC442571
hHR025587	MT1L
hHC025588	MYBL2
hHC025589	ACP5
hHC025590	C10orf86
hHC025591	GPR172B
hHC025592	SNAPC2
hHC025593	SOX2
hHC025594	SULT2B1
hHR025595	TTC3
hHC025596	TTC3
hHR025597	ZNF37A
hHR025598	ZNF37A
hHC025599	CA2
hHC025600	DUSP26
hHC025601	PRG2
hHC025602	ATG4D
hHC025603	BHLHB2
hHC025604	D21S2056E
hHR025605	CDC25A
hHC025606	CTDSPL
hHC025607	USP19
hHC025608	DEGS2
hHC025609	CTNNA1
hHC025610	MGC35023
hHC025611	DHX8
hHC025612	ECGF1
hHC025613	ELA1
hHR025614	GPR116
hHC025615	NCDN
hHR025616	COTL1
hHR025617	FLJ39599
hHR025618	MYCBP
hHC025619	LAT
hHR025620	UTS2R
hHC025621	C18orf30
hHC025622	ANXA2
hHC025623	HRAS
hHC025624	FLJ42486
hHR025625	SBK1
hHC025626	UNQ830
hHR025627	LOC392179
hHC025628	C6orf205
hHR025629	LOC401861
hHR025630	LOC440376
hHR025631	LOC441002
hHR025632	LOC441375
hHR025633	ATP2A2
hHC025634	MRPS7
hHC025635	LOC54103
hHR025636	FLJ20186
hHC025637	FLJ20643
hHC025638	ARHGAP17
hHR025639	MSTO1
hHC025640	ARL8B
hHC025641	SIRPG
hHR025642	PTK9
hHC025643	LY6G6D
hHC025644	HIVEP3
hHC025645	SDC1
hHC025646	SLC9A1
hHC025647	UBE1L
hHR025648	ZNF225
hHC025649	SLC25A23
hHC025650	BAIAP2L2
hHC025651	TMEM121
hHR025652	FAM108A1
hHC025653	GAJ
hHC025654	MGC16121
hHC025655	HERC1
hHR025656	ZNF598
hHR025657	MCART1
hHC025658	REEP6
hHC025659	CHAD
hHC025660	PNKP
hHC025661	ZNF679
hHC025662	SARDH
hHR025663	EEF1D
hHC025664	APOBEC3F
hHC025665	FABP6
hHC025666	C14orf68
hHC025667	TFPT
hHR025668	LOC344423
hHR025669	KRTAP10-1
hHC025670	KRTAP10-1
hHR025671	FAM42B
hHR025672	LOC389352
hHR025673	LOC389438
hHR025674	LOC391169
hHR025675	LOC401155
hHR025676	LOC442403
hHR025677	LOC442452
hHC025678	MT1X
hHC025679	C1orf78
hHR025680	HSZFP36
hHC025681	C1orf128
hHC025682	MTA3
hHC025683	CACNG7
hHC025684	HAPLN2
hHC025685	BLK
hHC025686	VEGF
hHC025687	C1orf108
hHC025688	C1orf113
hHR025689	ULBP1
hHR025690	TTTY5
hHR025691	MGC16025
hHC025692	ZC3H11A
hHR025693	WASF2
hHC025694	PRKCDBP
hHC025695	ADSSL1
hHC025696	CTCFL
hHC025697	CRYBB3
hHC025698	SAMD3
hHC025699	CYP11B1
hHC025700	FANCA
hHC025701	GSH1
hHC025702	PADI4
hHC025703	ALPL
hHR025704	GNG5
hHC025705	C5orf16
hHC025706	MAPBPIP
hHC025707	RHOD
hHC025708	C1orf179
hHC025709	LOC339778
hHC025710	TESSP2
hHR025711	DNM1DN19
hHR025712	LOC390299
hHR025713	LOC390530
hHR025714	LOC392217
hHR025715	LOC402160
hHC025716	MMP17
hHR025717	LOC441240
hHR025718	LOC441547
hHR025719	LOC442526
hHR025720	LOC442562
hHR025721	TRNT
hHC025722	ATP1B3
hHR025723	ZFYVE1
hHC025724	CPSF3L
hHC025725	ARHGEF10L
hHC025726	PEX26
hHC025727	PRPH
hHR025728	FN5
hHC025729	CEACAM19
hHC025730	NHSL1
hHC025731	PWP2H
hHR025732	RPL10
hHR025733	RPL15
hHC025734	SDCBP
hHC025735	SEPW1
hHC025736	SFTPC
hHC025737	ARMCX5
hHC025738	SUPT4H1
hHC025739	TAF10
hHC025740	WNT9A
hHR025741	FKSG43
hHR025742	RUNDC2A
hHR025743	BAGE5
hHR025744	BAGE3
hHR025745	HIST1H2BJ
hHR025746	LOC90586
hHC025747	BZRAP1
hHC025748	IPO13
hHC025749	DHX34
hHC025750	OSBPL2
hHC025751	CDX2
hHR025752	HCP5
hHC025753	CYB561D2
hHC025754	KLK8
hHC025755	LOH12CR1
hHC025756	EGFL4
hHR025757	LCE4A
hHC025758	RDM1
hHR025759	DUX1
hHC025760	AMT
hHR025761	LOC285629
hHR025762	LOC286167
hHR025763	LOC387904
hHR025764	LOC388787
hHR025765	OR4A9P
hHR025766	LOC401391
hHR025767	LOC402569
hHC025768	LSS
hHC025769	ARVCF
hHC025770	PBX1
hHC025771	CCDC41
hHC025772	PDZD11
hHC025773	VMD2L1
hHR025774	NSUN2
hHC025775	HRASLS2
hHC025776	TTC22
hHC025777	UBE2W
hHR025778	THUMPD1
hHC025779	HDAC8
hHC025780	PRDM9
hHC025781	CALR
hHR025782	HIST1H2BG
hHC025783	TSSK1
hHC025784	C16orf9
hHR025785	MMP23B
hHR025786	MMP23A
hHC025787	CCNH
hHC025788	GADD45GIP1
hHC025789	SCARF2
hHC025790	SFRS11
hHC025791	PEX16
hHR025792	DDX23
hHC025793	AGPAT1
hHC025794	NOXA1
hHC025795	ATXN7L2
hHC025796	CTSD
hHR025797	RBMY2EP
hHC025798	CYP27A1
hHC025799	LOC197350
hHR025800	LOC200420
hHC025801	EHBP1L1
hHC025802	CCR10
hHC025803	VSX1
hHC025804	HIC1
hHC025805	HOXC9
hHC025806	ZNF429
hHR025807	RNF126P1
hHR025808	NLF2
hHR025809	HES3
hHR025810	LOC391075
hHR025811	LOC391092
hHR025812	LOC441905
hHR025813	LOC442315
hHR025814	LOC442385
hHR025815	LOC442690
hHC025816	NOL7
hHC025817	PLIN
hHC025818	COMMD4
hHR025819	ENAH
hHC025820	LOC56901
hHC025821	PTPRN
hHC025822	PTPRS
hHC025823	BRUNOL5
hHC025824	BMP1
hHC025825	C20orf116
hHC025826	MGC2752
hHC025827	TBX2
hHC025828	UCN
hHC025829	ZKSCAN1
hHC025830	TMEM113
hHC025831	UPK3B
hHC025832	ILKAP
hHC025833	CBS
hHC025834	EIF2B4
hHR025835	MGC13017
hHR025836	PDCD5
hHR025837	PPIG
hHC025838	ARFRP1
hHC025839	HNRPUL1
hHC025840	LOC115098
hHR025841	OR13C5
hHC025842	SLC2A7
hHC025843	DNASE1L1
hHC025844	ALDH3A2
hHC025845	ARL6IP
hHC025846	DAPK2
hHC025847	GABRD
hHC025848	HLXB9
hHR025849	FLJ43826
hHR025850	BMP2KL
hHR025851	LOC388893
hHR025852	LOC390294
hHR025853	LOC391387
hHR025854	LOC392215
hHR025855	LOC442328
hHR025856	LOC442704
hHC025857	NFIC
hHC025858	OAZ1
hHR025859	DKFZp564J157
hHC025860	PPIC
hHC025861	FAM83E
hHC025862	RFK
hHR025863	C17orf40
hHC025864	PCDHA7
hHC025865	CABP4
hHC025866	CCND1
hHC025867	SAG
hHC025868	SEMG2
hHR025869	SHCL1
hHC025870	UPF3B
hHC025871	TADA2L
hHR025872	ZNF12
hHC025873	MRM1
hHC025874	ADCK4
hHR025875	SVH
hHC025876	KIFC2
hHR025877	LENG11
hHC025878	BAG2
hHC025879	CHAF1A
hHC025880	UNG2
hHC025881	SCGB1D2
hHC025882	ZNF234
hHR025883	RAB10
hHC025884	LZTS1
hHC025885	SDSL
hHC025886	C21orf84
hHC025887	C21orf88
hHC025888	C9orf85
hHC025889	PROM2
hHC025890	DVL2
hHC025891	CBLC
hHC025892	GAA
hHR025893	LCE5A
hHR025894	RNU39
hHC025895	GLG1
hHR025896	OR4N4
hHR025897	LOC284356
hHR025898	LOC284600
hHR025899	HRES1
hHC025900	KCNH2
hHR025901	LOC390231
hHR025902	RPS6P1
hHR025903	LOC442332
hHR025904	LOC442709
hHC025905	PLCB2
hHC025906	DDX49
hHC025907	RPRC1
hHC025908	CACNG6
hHC025909	RPS8
hHC025910	CDH24
hHC025911	SNRPN
hHC025912	TARBP2
hHC025913	UQCRC2
hHR025914	ZNF91
hHC025915	ZNF207
hHC025916	TUBA3
hHC025917	FAM77C
hHC025918	ZDHHC14
hHR025919	APOL4
hHC025920	MAF1
hHR025921	IKBKG
hHC025922	C4orf9
hHC025923	ADAM19
hHC025924	ASH2L
hHC025925	HTR7P
hHC025926	FLJ32926
hHC025927	GMFG
hHC025928	IQCB1
hHR025929	SLC35E2
hHC025930	WFDC2
hHR025931	CG030
hHC025932	LEO1
hHC025933	C9orf41
hHC025934	CREBL1
hHC025935	ADRA1B
hHC025936	TMC4
hHC025937	DHODH
hHR025938	DGCR5
hHR025939	GBP1
hHC025940	GDNF
hHC025941	GPLD1
hHR025942	LOC284017
hHC025943	C17orf60
hHR025944	HLA-F
hHR025945	KRT17
hHR025946	IMAA
hHR025947	LOC390277
hHR025948	LOC390669
hHR025949	LOC391459
hHR025950	LOC391669
hHR025951	LOC392221
hHR025952	ARHGAP5
hHR025953	LOC440292
hHR025954	LOC441033
hHR025955	LOC441490
hHR025956	LOC441546
hHR025957	LOC441916
hHC025958	Magmas
hHC025959	PFDN5
hHR025960	SPIN2
hHC025961	MAPK8
hHR025962	PCDHGB8P
hHC025963	PTPRB
hHC025964	PTPRF
hHR025965	KLHL12
hHC025966	C12orf10
