Oligo_ID	Symbol v12
hHR012825	SSTR2
hHC012826	TEGT
hHC012827	TFE3
hHC012828	TSPAN8
hHC012829	TYK2
hHC012830	YES1
hHC012831	ZBTB25
hHC012832	MGC2654
hHC012833	LENG4
hHC012834	MGC11271
hHC012835	NPAL2
hHC012836	YSK4
hHC012837	LRRC8E
hHR012838	FLJ11827
hHC012839	DDHD1
hHC012840	APOL5
hHC012841	NPL
hHC012842	CART1
hHR012843	C14orf156
hHC012844	CANX
hHC012845	TCF7L1
hHC012846	LONPL
hHC012847	TM2D1
hHC012848	DTNBP1
hHR012849	SETD3
hHC012850	RNU17D
hHC012851	TXNDC2
hHC012852	TMEM117
hHC012853	C2orf16
hHC012854	HSDL2
hHC012855	MORG1
hHC012856	SLD5
hHC012857	PRAC
hHC012858	FNDC1
hHC012859	KIF2B
hHC012860	DGAT2
hHC012861	SPSB2
hHR012862	MGC12488
hHR012863	MGC15705
hHR012864	CTA-221G9.4
hHC012865	EAF1
hHC012866	RUNX2
hHC012867	B4GALT3
hHC012868	TNFSF12
hHR012869	RAB11A
hHC012870	IL1RL2
hHR012871	FGF16
hHC012872	TMEM11
hHC012873	LZTR2
hHC012874	C3orf15
hHC012875	PAPLN
hHC012876	RGN
hHC012877	MLCK
hHC012878	BCL7B
hHC012879	SFXN5
hHR012880	TNFSF8
hHC012881	TNFSF8
hHC012882	CRSP6
hHC012883	ITM2B
hHC012884	NPEPPS
hHC012885	CHD1L
hHC012886	MAD2L1BP
hHR012887	C15orf31
hHC012888	GNA14
hHC012889	CD58
hHR012890	KIAA0152
hHC012891	PLXNC1
hHR012892	ZNF197
hHC012893	NME6
hHC012894	SLC17A2
hHC012895	APBB3
hHC012896	ABCA8
hHC012897	ST3GAL6
hHC012898	C1orf61
hHC012899	HEXIM1
hHC012900	STAMBP
hHC012901	PLK2
hHC012902	SLC17A3
hHC012903	FAM12A
hHC012904	WDR3
hHC012905	XLKD1
hHC012906	UGT2A1
hHC012907	TOMM34
hHC012908	LIAS
hHC012909	SOX30
hHC012910	TRIM31
hHC012911	PRSS23
hHR012912	INMT
hHC012913	D4ST1
hHR012914	PALM2
hHC012915	MGC4562
hHC012916	RBP7
hHR012917	PNLIPRP3
hHR012918	OR52E2
hHC012919	CCDC38
hHC012920	FAM112B
hHR012921	OR10A7
hHR012922	OR4K14
hHC012923	C14orf35
hHC012924	CCR1
hHC012925	SLC44A3
hHR012926	CST9
hHC012927	RTP1
hHR012928	LOC132870
hHC012929	PPARGC1B
hHC012930	NCOA7
hHC012931	B3GAT2
hHC012932	SRrp35
hHR012933	LOC139363
hHC012934	GPR112
hHC012935	ACTRT1
hHC012936	RNF32
hHC012937	SELM
hHR012938	K6IRS2
hHC012939	SRXN1
hHR012940	LOC144762
hHC012941	MDP-1
hHR012942	LOC145694
hHC012943	TMCO5
hHC012944	FLJ32252
hHC012945	TOM1L2
hHR012946	C18orf15
hHC012947	MGC15476
hHC012948	ZNF420
hHC012949	ZNF582
hHC012950	C1orf51
hHC012951	RC3H1
hHC012952	SLC23A3
hHC012953	CTSZ
hHC012954	FGD5
hHC012955	LOC154860
hHC012956	KCTD7
hHC012957	CYP3A7
hHR012958	C9orf14
hHR012959	TTLL11
hHC012960	TMTC2
hHC012961	FLJ38964
hHR012962	C10orf73
hHC012963	C10orf73
hHC012964	OIT3
hHC012965	SLC26A2
hHC012966	HBEGF
hHC012967	A2M
hHR012968	DHRS7C
hHC012969	ENO2
hHC012970	ANKS6
hHR012971	OR5R1
hHC012972	PLEKHK1
hHC012973	REEP3
hHC012974	LOC221091
hHC012975	C13orf3
hHC012976	C6orf69
hHC012977	FRMPD1
hHR012978	KIAA0953
hHC012979	RGL1
hHC012980	RAFTLIN
hHC012981	PHLDB1
hHC012982	KIAA0182
hHR012983	EXOC7
hHC012984	SLC9A8
hHC012985	LARS2
hHC012986	DAAM2
hHC012987	SRRM2
hHC012988	C20orf103
hHC012989	ATP6V1C2
hHC012990	FUT1
hHC012991	LOC253044
hHC012992	RICTOR
hHR012993	FZD2
hHR012994	LOC255519
hHR012995	C3orf43
hHR012996	PTF1A
hHC012997	FBXO7
hHC012998	ANAPC13
hHC012999	SUMF2
hHR013000	TAS2R49
hHC013001	RPAP1
hHR013002	LOC260341
hHR013003	DGCR13
hHR013004	OR5E1P
hHR013005	OR10A3
hHR013006	RNU24
hHC013007	ARRDC2
hHR013008	LOC282992
hHC013009	LOC283050
hHR013010	OR5AZ1P
hHC013011	FLJ32675
hHR013012	LOC283331
hHC013013	ANKRD52
hHC013014	C12orf36
hHC013015	FLJ25976
hHR013016	LOC283680
hHC013017	FBXL22
hHC013018	C17orf78
hHC013019	LOC284106
hHR013020	KLK9
hHR013021	LOC284669
hHR013022	HNF4A
hHC013023	LOC284952
hHC013024	C3orf33
hHR013025	LOC285429
hHR013026	LOC285721
hHR013027	LOC285740
hHR013028	LOC285857
hHR013029	LOC286254
hHR013030	LOC286437
hHC013031	COMMD9
hHC013032	SERTAD3
hHC013033	HABP2
hHC013034	FOXA3
hHR013035	C14orf62
hHC013036	HOXA3
hHR013037	SLC35E4
hHR013038	LOC340073
hHC013039	H1T2
hHC013040	MGC42367
hHR013041	FIGLA
hHR013042	SLC10A5
hHC013043	KRT25B
hHC013044	ANKRD37
hHC013045	IL7R
hHC013046	IL11
hHC013047	IL15
hHC013048	INHBC
hHC013049	MXRA7
hHC013050	HCRP1
hHR013051	LOC388274
hHC013052	MGC62100
hHR013053	LOC388915
hHR013054	LOC388947
hHR013055	LOC389095
hHR013056	LOC389233
hHR013057	LOC389316
hHR013058	LOC389562
hHR013059	LOC389657
hHR013060	LOC389676
hHR013061	OR6C1
hHR013062	SERPINA2
hHR013063	LOC390985
hHR013064	LOC391045
hHR013065	LOC391062
hHR013066	OR10K1
hHC013067	LDHC
hHR013068	MGC50722
hHR013069	LOC400446
hHR013070	LOC400876
hHR013071	LOC400939
hHR013072	LOC401051
hHC013073	TACSTD2
hHC013074	MANBA
hHC013075	MDH2
hHC013076	SCGB2A2
hHC013077	MMP7
hHC013078	MNAT1
hHC013079	KLK12
hHR013080	LOC440112
hHR013081	LOC440133
hHR013082	LOC440502
hHR013083	LOC440583
hHR013084	LOC440778
hHR013085	LOC441141
hHR013086	LOC441200
hHR013087	LOC441299
hHR013088	LOC441344
hHR013089	LOC441622
hHR013090	LOC441884
hHR013091	LOC442302
hHR013092	LOC442386
hHR013093	LOC442432
hHR013094	LOC442456
hHR013095	LOC442474
hHR013096	LOC442512
hHR013097	LOC442530
hHR013098	LOC442644
hHR013099	LOC442675
hHC013100	NOVA2
hHC013101	NTRK3
hHC013102	MINK1
hHR013103	PRDX1
hHC013104	HNT
hHC013105	ASCC1
hHC013106	SDF4
hHC013107	PHF21A
hHC013108	VPS24
hHC013109	CAB39
hHR013110	PECAM1
hHC013111	JMJD1B
hHC013112	PGC
hHC013113	PGK2
hHC013114	PIK3CA
hHC013115	PLAU
hHC013116	RIPK4
hHC013117	POLG
hHC013118	EPB41L4B
hHC013119	SCAND2
hHC013120	ZNF586
hHC013121	YTHDF1
hHC013122	PPP1R1A
hHC013123	PPP1R3C
hHC013124	PPP1R3C
hHC013125	FLJ10260
hHC013126	SLC6A15
hHC013127	TMEM38B
hHC013128	SLC39A9
hHR013129	LSG1
hHC013130	CHDH
hHC013131	FLJ20035
hHC013132	ZFP64
hHC013133	ALLC
hHC013134	PCDHAC2
hHC013135	LRRC8A
hHR013136	CTPS2
hHC013137	KLK7
hHC013138	CTNNBIP1
hHC013139	TBX20
hHC013140	NLN
hHR013141	KIAA1324
hHC013142	SORCS2
hHC013143	SEMA6A
hHR013144	STAMBPL1
hHC013145	GPAM
hHC013146	NOPE
hHC013147	ZNF410
hHR013148	PURA
hHC013149	PURA
hHC013150	JARID1A
hHC013151	RBP2
hHC013152	C14orf93
hHR013153	RPL17
hHC013154	SCN8A
hHC013155	SCNN1G
hHC013156	DMRTB1
hHC013157	SEL1L
hHC013158	MMS19L
hHC013159	NXN
hHC013160	CSMD1
hHC013161	AXUD1
hHR013162	ALS2CR10
hHC013163	C8orf33
hHR013164	SLIT3
hHR013165	SPTAN1
hHC013166	STAT4
hHR013167	TAF12
hHC013168	TGFBR1
hHC013169	TLN1
hHC013170	TLR4
hHC013171	TM4SF4
hHC013172	C7
hHC013173	ZNF18
hHC013174	ZKSCAN1
hHC013175	LAPTM5
hHC013176	MAPKAPK3
hHR013177	SCNM1
hHC013178	MGC3196
hHC013179	ALG12
hHC013180	EFHD2
hHR013181	D6S1101
hHC013182	HMBOX1
hHC013183	HECTD3
hHC013184	EHMT1
hHC013185	TMC5
hHC013186	NEK11
hHC013187	BICC1
hHC013188	CUL5
hHC013189	TMPRSS5
hHC013190	PVRL4
hHR013191	HIST1H2AI
hHC013192	PMFBP1
hHR013193	HIST1H4D
hHC013194	ESPN
hHC013195	LONPL
hHC013196	NYD-SP11
hHC013197	KIAA1109
hHC013198	MCM8
hHC013199	SPINK7
hHR013200	MGC14738
hHR013201	C1orf203
hHC013202	AGBL4
hHR013203	C21orf119
hHR013204	KRTAP4-7
hHR013205	STC2
hHC013206	JRK
hHC013207	TNKS
hHR013208	ADAM19
hHC013209	ADAM18
hHR013210	RNU73
hHC013211	LACRT
hHC013212	SPAG9
hHR013213	EBF2
hHC013214	ATPAF2
hHC013215	GLYATL1
hHC013216	PRR8
hHR013217	TAOK2
hHC013218	SLIT2
hHR013219	HPYR1
hHC013220	SYAP1
hHC013221	HAND1
hHC013222	CD37
hHC013223	ULK2
hHR013224	SEC14L5
hHC013225	RIMS3
hHC013226	CEP350
hHC013227	TMCC2
hHC013228	NR1D2
hHC013229	C21orf6
hHR013230	CAP2
hHC013231	DPYSL4
hHC013232	RRP22
hHC013233	IGF2BP1
hHC013234	CGRRF1
hHC013235	MRPS30
hHR013236	DIDO1
hHC013237	PWP1
hHR013238	LDB3
hHR013239	SPFH2
hHC013240	DUSP10
hHC013241	CMTM7
hHR013242	SLAMF6
hHC013243	C1QTNF1
hHC013244	ZNF653
hHR013245	LOC116437
hHC013246	WFIKKN1
hHR013247	CLK2
hHR013248	DEPDC4
hHC013249	C12orf59
hHC013250	EID-3
hHC013251	TEDDM1
hHR013252	C20orf94
hHC013253	LOC130355
hHC013254	CPA2
hHC013255	FUNDC1
hHC013256	ASB8
hHR013257	CRYGB
hHC013258	CSF3
hHR013259	OVOS2
hHC013260	CMTM2
hHR013261	LOC146513
hHC013262	CST5
hHC013263	ATP8B3
hHR013264	LOC149086
hHR013265	LOC149703
hHR013266	FLJ37034
hHR013267	LOC152225
hHC013268	SLC36A2
hHC013269	C6orf165
hHC013270	RDH10
hHC013271	ADSL
hHC013272	LRRN6C
hHC013273	RASEF
hHC013274	MGC24103
hHR013275	ZNF483
hHC013276	WDR69
hHC013277	KIAA1946
hHC013278	DECR1
hHC013279	BTBD12
hHC013280	EIF4G2
hHC013281	U2AF1L3
hHR013282	LOC200169
hHC013283	ERBB4
hHC013284	MED19
hHR013285	OR9I1
hHR013286	BET3L
hCN013287	.
hHC013288	TMEM130
hHC013289	LOC223075
hHC013290	FGF10
hHC013291	FGF11
hHR013292	UBOX5
hHC013293	ZNF365
hHC013294	RP11-54H7.1
hHC013295	FOXM1
hHC013296	TXNDC4
hHR013297	RAB6IP2
hHR013298	FMO2
hHC013299	CLASP1
hHC013300	PIP5K1C
hHR013301	DICER1
hHC013302	PIK3R5
hHR013303	FOSL2
hHR013304	C15orf2
hHC013305	STAC3
hHR013306	FSHB
hHC013307	FSHR
hHR013308	LOC253573
hHR013309	GABBR1
hHC013310	SCML4
hHR013311	OR51F1
hHR013312	C20orf194
hHC013313	OR2K2
hHC013314	PTPN18
hHR013315	RNU47
hHC013316	B4GALT1
hHC013317	GNAT1
hHC013318	GNAZ
hHC013319	GNG7
hHR013320	LOC283033
hHR013321	LOC283129
hHR013322	LOC283214
hHC013323	GAS2L3
hHR013324	LOC283440
hHR013325	LOC283745
hHC013326	PLA2G4D
hHR013327	LOC284080
hHR013328	LOC284385
hHC013329	SIRPB2
hHR013330	LOC284939
hHC013331	NKIRAS1
hHC013332	MGC34824
hHR013333	LOC285626
hHC013334	LOC285740
hHC013335	C8orf54
hHR013336	LOC286114
hHR013337	LOC286123
hHR013338	LOC286126
hHC013339	TRIB2
hHC013340	PTD015
hHC013341	HSPC171
hHC013342	LASS2
hHR013343	GYPE
hHC013344	GYS1
hHR013345	H3F3B
hHC013346	K6IRS3
hHR013347	HSP90AB1
hHC013348	S100A7L1
hHR013349	OR8D4
hHC013350	IRF8
hHR013351	LOC339894
hHR013352	LOC340094
hHR013353	LOC340204
hHR013354	RP11-262D11.5
hHR013355	ZC3H12B
hHR013356	LOC342933
hHC013357	SP110
hHC013358	GPR148
hHR013359	LOC347275
hHC013360	EP400NL
hHC013361	LOC348840
hHC013362	IGFBP7
hHC013363	INDO
hHC013364	FLJ44290
hHR013365	FLJ44715
hHR013366	HCRP1
hHR013367	LOC388001
hHR013368	LOC388140
hHR013369	C1orf46
hHR013370	LOC388946
hHR013371	LOC389189
hHR013372	LOC389275
hHR013373	LOC389310
hHR013374	LOC389771
hHC013375	FAM72A
hHC013376	LAMA4
hHR013377	LOC391258
hHR013378	LOC392176
hHR013379	GPR165P
hHR013380	LOC399978
hHR013381	RNF36
hHR013382	LOC401256
hHR013383	LOC402695
hHC013384	MXD1
hHC013385	ART4
hHC013386	MKLN1
hHC013387	MMP3
hHR013388	C8orf54
hHR013389	LOC440064
hHR013390	LOC440462
hHR013391	LOC440592
hHR013392	LOC440783
hHR013393	LOC440890
hHR013394	LOC441045
hHR013395	LOC441095
hHR013396	LOC441161
hHR013397	LOC441449
hHR013398	LOC441828
hHR013399	LOC441888
hHR013400	LOC441952
hHR013401	LOC442081
hHR013402	LOC442108
hHR013403	LOC442119
hHR013404	LOC442275
hHC013405	MYBPC1
hHC013406	ATM
hHC013407	NEU2
hHC013408	SYCP3
hHC013409	TNNI3K
hHC013410	A4GNT
hHC013411	PLEKHO1
hHC013412	ZNF639
hHR013413	RAB9B
hHC013414	GMIP
hHC013415	PDE6A
hHC013416	C14orf100
hHC013417	ASB4
hHR013418	ATP5J
hHC013419	PLAT
hHC013420	SERPINF2
hHC013421	ATP7B
hHC013422	DKFZp566H0824
hHC013423	KLHDC4
hHC013424	PPIB
hHC013425	FLJ20160
hHC013426	LUZP5
hHC013427	TTC19
hHC013428	FLJ20558
hHC013429	RBM23
hHC013430	FLJ10847
hHC013431	ECHDC2
hHC013432	PRB4
hHC013433	NOLA3
hHC013434	BCAS4
hHC013435	RBM22
hHC013436	DCP1A
hHC013437	PRKCQ
hHR013438	LOC56757
hHC013439	SH3GLB2
hHC013440	DHX33
hHR013441	GPR108
hHC013442	OLFML3
hHC013443	ATP10A
hHC013444	PTGS2
hHR013445	KIAA1257
hHC013446	COG6
hHC013447	RGAG1
hHR013448	KIAA1530
hHR013449	GPR107
hHR013450	PVR
hHC013451	LOC58486
hHC013452	MLL3
hHR013453	RAP1B
hHC013454	RLN1
hHC013455	RPGR
hHC013456	S100A8
hHR013457	TSPAN31
hHR013458	MS4A6A
hHC013459	WIG1
hHR013460	CSMD1
hHC013461	COPS7B
hHC013462	C11orf1
hHR013463	BMP1
hHC013464	MRPL41
hHC013465	SLAMF1
hHC013466	SLC5A1
hHR013467	SLC5A3
hHC013468	GRAMD3
hHR013469	SMARCC1
hHC013470	SQLE
hHC013471	SST
hHC013472	STAC
hHC013473	T
hHC013474	TAF13
hHR013475	TCF21
hHC013476	BZRP
hHC013477	TOP3A
hHC013478	TSN
hHC013479	C6
hHC013480	VCP
hHR013481	VIL2
hHR013482	LUZP1
hHR013483	PXDN
hHC013484	GDAP1L1
hHC013485	C2orf17
hHC013486	THTPA
hHR013487	OR5H2
hHC013488	HSPBAP1
hHC013489	ISOC2
hHC013490	HPS6
hHC013491	FLJ23447
hHC013492	ZNF403
hHC013493	ADAMTS20
hHC013494	CCDC15
hHC013495	KIAA1698
hHC013496	MLF2
hHC013497	RND2
hHC013498	HIST1H4I
hHC013499	RIOK1
hHR013500	L3MBTL2
hHR013501	TAF3
hHC013502	SLC7A6OS
hHR013503	KIAA1843
hHC013504	EMR3
hHR013505	MGC13098
hHR013506	C9orf70
hHC013507	C9orf70
hHC013508	TRIM52
hHC013509	RSPO3
hHC013510	C9orf3
hHC013511	C18orf45
hHC013512	MADD
hHC013513	DNAH17
hHC013514	TRIM24
hHC013515	AKAP4
hHC013516	CCKAR
hHC013517	MBD4
hHC013518	LOC90321
hHC013519	C12orf29
hHC013520	CHMP7
hHC013521	NOG
hHR013522	MGC16385
hHC013523	TMEM44
hHC013524	B4GALT6
hHR013525	VAMP3
hHC013526	ROCK2
hHC013527	FXR2
hHC013528	CELSR1
hHR013529	KIAA0748
hHC013530	HEPH
hHC013531	CRYZL1
hHC013532	ARPC2
hHR013533	AP3S2
hHC013534	RGS19
hHC013535	TRIM22
hHC013536	CLEC10A
hHC013537	HMGN4
hHR013538	SLC34A2
hHR013539	ST6GALNAC2
hHC013540	CETN3
hHC013541	C1orf2
hHC013542	RPP14
hHC013543	NUDT6
hHC013544	C6orf117
hHR013545	AP1GBP1
hHC013546	STK11IP
hHC013547	MYSM1
hHR013548	PTPMT1
hHC013549	C7orf30
hHC013550	LOC116349
hHR013551	MRGPRX4
hHR013552	ALKBH2
hHC013553	TRA16
hHC013554	ALS2CR16
hHR013555	AP1S3
hHC013556	LYZL4
hHC013557	GRK7
hHC013558	CORT
hHC013559	LOC133926
hHR013560	LOC138729
hHR013561	LOC138932
hHR013562	C20orf112
hHC013563	CSTF3
hHC013564	SLC30A7
hHC013565	FLJ32224
hHR013566	LOC150166
hHR013567	LOC151443
hHR013568	LOC151534
hHC013569	TTC14
hHC013570	CYLD
hHR013571	C6orf112
hHR013572	DKFZp761P0423
hHR013573	LOC157813
hHC013574	C9orf138
hHC013575	EXDL1
hHC013576	FAM9A
hHC013577	ECM2
hHC013578	AGTRL1
hHC013579	RMST
hHR013580	FLJ40542
hHR013581	LOC200624
hHC013582	EPRS
hHC013583	EPRS
hHC013584	ERCC4
hHC013585	FABP7
hHC013586	FANCC
hHR013587	OR4C16
hHR013588	LOC219638
hHR013589	OR6Q1
hHC013590	GDPD4
hHC013591	MGC33846
hHC013592	FCGR2A
hHC013593	C6orf170
hHC013594	FGR
hHC013595	MGRN1
hHC013596	TMED3
hHC013597	FPR1
hHC013598	SPO11
hHC013599	RABGAP1
hHC013600	SLC7A11
hHC013601	FTSJ1
hHC013602	MGC40499
hHR013603	LOC253820
hHC013604	ST6GALNAC3
hHC013605	RP11-450P7.3
hHC013606	AMBN
hHR013607	ZNF473
hHC013608	GALNT1
hHC013609	SEC31L2
hHC013610	OR8B8
hHC013611	GDF1
hHC013612	FLJ35348
hHC013613	PGBD2
hHR013614	OR2I1P
hHR013615	OR1J2
hHC013616	ZRF1
hHC013617	GLB1
hHC013618	76P
hHC013619	CECR4
hHC013620	CDH20
hHR013621	LOC283270
hHC013622	OR10A4
hHC013623	GPR12
hHC013624	ZDHHC22
hHR013625	LOC283674
hHR013626	LOC283710
hHR013627	NUDT7
hHC013628	LOC284551
hHC013629	LOC285043
hHC013630	NKIRAS1
hHR013631	LOC285398
hHC013632	LOC285431
hHR013633	LOC285547
hHR013634	LOC285771
hHR013635	LOC285777
hHR013636	LOC286083
hHR013637	C8orf77
hHR013638	LOC286191
hHC013639	TMEM14A
hHC013640	ANPEP
hHC013641	GRIN2A
hHC013642	GUCY1B2
hHC013643	UBN1
hHC013644	GPR132
hHR013645	PILRA
hHC013646	SH3KBP1
hHC013647	RAX
hHC013648	HIP1
hHC013649	SERPINA9
hHR013650	KRTAP13-3
hHC013651	TMEM95
hHR013652	LOC339192
hHR013653	LOC339209
hHR013654	C17orf51
hHR013655	LOC339505
hHR013656	LOC339978
hHR013657	ABCB5
hHR013658	LOC340518
hHC013659	APOC1
hHR013660	LOC342618
hHR013661	SYCN
hHC013662	IFIT1
hHR013663	LOC344405
hHR013664	OR6V1
hHR013665	IFNWP2
hHR013666	LOC346887
hHC013667	C6orf52
hHC013668	RP1-29C18.7
hHR013669	INHBC
hHC013670	INSR
hHC013671	ITGAE
hCN013672	.
hHR013673	ITGB1
hHC013674	FLJ44112
hHC013675	TESSP5
hHC013676	KIF3C
hHC013677	KPNA5
hHC013678	KRAS
hHC013679	KRT1
hHC013680	KRT5
hHC013681	KRTAP12-3
hHR013682	LOC387686
hHR013683	LOC387690
hHR013684	LOC387763
hHR013685	LOC387791
hHR013686	LOC387940
hHR013687	LOC387942
hHR013688	LOC388114
hHC013689	IGFL3
hHR013690	LOC388796
hHR013691	LOC388889
hHR013692	LOC388931
hHR013693	LOC389162
hHR013694	LOC389325
hHR013695	LOC389550
hHR013696	LOC389650
hHR013697	LOC389685
hHR013698	LOC389715
hHR013699	OR7A2P
hHR013700	LOC391051
hHR013701	RPSA
hHC013702	SLC25A35
hHR013703	LOC400567
hHR013704	LOC401317
hHR013705	LOC402418
hHC013706	LY6E
hHC013707	MAGEA10
hHC013708	MBP
hHC013709	MFAP4
hHR013710	MIPEP
hHR013711	MLL
hHC013712	MMP14
hHC013713	ALDH6A1
hHC013714	MOG
hHR013715	LOC440071
hHR013716	LOC440338
hHR013717	LOC440445
hHR013718	LOC440522
hHR013719	LOC440844
hHR013720	LOC441077
hHR013721	LOC441567
hHR013722	LOC441612
hHR013723	LOC441821
hHR013724	LOC441831
hHR013725	LOC441832
hHR013726	LOC442219
hHR013727	LOC442278
hHR013728	LOC442721
hHC013729	NOS1
hHC013730	NOTCH3
hHC013731	NOTCH4
hHC013732	FURIN
hHC013733	EVL
hHR013734	DTL
hHC013735	HSPC196
hHC013736	PDK3
hHR013737	ATP8A2
hHC013738	ATP6V1A
hHC013739	ATP6V1B2
hHC013740	PIK3CB
hHR013741	C21orf8
hHC013742	PODXL
hHC013743	PON3
hHC013744	PCDHB17
hHC013745	PGPEP1
hHC013746	OXSM
hHC013747	FLJ10213
hHC013748	AGGF1
hHC013749	FAM82C
hHC013750	FLJ11259
hHC013751	C20orf42
hHC013752	FLJ20272
hHC013753	IPO9
hHC013754	BTBD7
hHC013755	OGDHL
hHR013756	TTC17
hHC013757	DDX28
hHC013758	VPS11
hHC013759	BEX1
hHC013760	PKN2
hHC013761	METTL3
hHC013762	PSAP
hHC013763	C11orf17
hHC013764	C21orf59
hHC013765	CDC42SE2
hHC013766	NUP107
hHC013767	LYZL6
hHC013768	AMIGO1
hHC013769	KIAA1967
hHC013770	ZNF410
hHC013771	ZNF71
hHC013772	RAGE
hHC013773	RAD51L3
hHR013774	JARID1A
hHC013775	RFC3
hHC013776	ABCE1
hHC013777	BCR
hHC013778	RPL30
hHC013779	S100P
hHR013780	C6orf164
hHC013781	PDF
hHR013782	RGNEF
hHC013783	SFRS5
hHR013784	FLJ11850
hHC013785	SIAH1
hHR013786	MRPL9
hHC013787	SLC1A7
hHC013788	SLC2A5
hHC013789	C1orf163
hHC013790	SLC6A2
hHC013791	SNAI2
hHR013792	LYNX1
hHC013793	STAT1
hHC013794	STX3A
hHC013795	BSG
hHC013796	TKT
hHC013797	TLE3
hHR013798	TOP1
hHC013799	C6
hHC013800	ZFX
hHC013801	ZNF132
hHC013802	ZNF134
hHC013803	ZNF157
hHC013804	ZNF187
hHC013805	MGC2803
hHC013806	PRRG4
hHC013807	FTO
hHC013808	CRELD2
hHC013809	C16orf53
hHC013810	HMBOX1
hHR013811	PPCS
hHC013812	FLJ13639
hHC013813	FLJ13273
hHC013814	PTCD2
hHR013815	KIAA2002
hHR013816	SNX22
hHC013817	SNX22
hHC013818	FBXO11
hHC013819	FER1L4
hHC013820	KIAA1683
hHC013821	CLTCL1
hHC013822	EPX
hHR013823	HIST1H4L
hHC013824	HMCN1
hHC013825	TMEM107
hHC013826	COG8
hHC013827	DOT1L
hHR013828	MGC5139
hHC013829	C12orf34
hHC013830	JUB
hHR013831	OR6A2
hHC013832	PEA15
hHC013833	TNK1
hHC013834	RIPK1
hHC013835	P11
hHC013836	KYNU
hHC013837	RHOT2
hHC013838	CCNG1
hHC013839	CCNG2
hHR013840	C10orf75
hHC013841	ZNF625
hHC013842	USP14
hHC013843	FAM113B
hHC013844	OSMR
hHC013845	MSC
hHC013846	TRIP4
hHC013847	HTRA3
hHR013848	RAB3D
hHC013849	SOX13
hHC013850	SEC24C
hHC013851	SNPH
hHC013852	TRIM14
hHC013853	RBX1
hHR013854	DPP3
hHC013855	RABEPK
hHC013856	CORO2B
hHC013857	ATP8A1
hHC013858	PEMT
hHC013859	SLC35A1
hHR013860	PAICS
hHR013861	TGOLN2
hHC013862	TNFSF13B
hHC013863	C7orf16
hHR013864	PRDX3
hHC013865	SERINC3
hHC013866	KDELR2
hHC013867	KDELR3
hHC013868	PIM2
hHC013869	ABHD2
hHR013870	WDR5
hHC013871	HHLA2
hHC013872	WDHD1
hHR013873	FAM107A
hHC013874	CEP250
hHC013875	MGC16943
hHC013876	GPR44
hHC013877	SBEM
hHC013878	PNLIPRP3
hHC013879	LOC121006
hHC013880	K6IRS4
hHR013881	FLJ40194
hHC013882	CNGB1
hHC013883	TRA16
hHR013884	OR10T2
hHR013885	MGC99813
hHC013886	IQCF1
hHC013887	C3orf45
hHC013888	LSM11
hHC013889	LOC136306
hHC013890	CPN1
hHC013891	S100A16
hHC013892	WFDC6
hHC013893	GLT1D1
hHR013894	LOC144817
hHR013895	LOC145899
hHC013896	ZNF418
hHC013897	ZNF542
hHC013898	MGC27382
hHC013899	CTPS
hHC013900	CYLC1
hHC013901	CYP2E1
hHC013902	CXorf42
hHC013903	CCDC60
hHC013904	OTUD7
hHC013905	FSIP1
hHC013906	PKD1L1
hHC013907	COCH
hHC013908	AGA
hHR013909	C2orf12
hHR013910	CC2D1B
hHC013911	C1orf126
hHR013912	R3HCC1
hHC013913	EPHB4
hHC013914	CLN8
hHR013915	NBPF21P
hHC013916	MGC26597
hHC013917	AKT1
hHC013918	F10
hHC013919	PTK2B
hHC013920	FASN
hHR013921	OR4S2
hHR013922	OR5AK4P
hHC013923	UNC5B
hHR013924	OR8G5
hHR013925	TPCN2
hHC013926	GPR115
hHR013927	C6orf154
hHC013928	LOC221710
hHC013929	FCN2
hHC013930	ALDH3A2
hHC013931	FGF12
hHC013932	ZNF423
hHC013933	8-Sep
hHC013934	MLC1
hHC013935	ZNF629
hHR013936	TTC9
hHC013937	NUP188
hHC013938	RASD2
hHC013939	ALK
hHC013940	RNASEH1
hHC013941	FNDC5
hHC013942	LOC254128
hHC013943	PCSK9
hCN013944	.
hHC013945	RP11-393H10.2
hHC013946	UNC84B
hHC013947	GCA
hHR013948	TAS2R39
hHR013949	TAS2R41
hHC013950	CHD5
hHC013951	DNM3
hHC013952	GART
hHC013953	GFI1
hHC013954	NGFRAP1
hHR013955	EIF2AK1
hHC013956	SNX5
hHC013957	TINAG
hHC013958	MT
hHC013959	GLP1R
hHC013960	LOC283130
hHC013961	TMEM80
hHR013962	LOC283663
hHC013963	LOC283663
hHR013964	LOC283738
hHC013965	FLJ40235
hHR013966	LOC284475
hHR013967	FAM13A1OS
hHC013968	LOC285768
hHC013969	FLJ34048
hHC013970	C9orf126
hHR013971	LOC286382
hHC013972	ANK2
hHR013973	HSPC048
hHC013974	GSTA4
hHR013975	YPEL1
hHC013976	GUCA2A
hHC013977	ANXA1
hHC013978	HLCS
hHR013979	HMGB3
hHC013980	HOXC5
hHR013981	HOXD12
hHC013982	HPN
hHR013983	LOC339166
hHR013984	LOC339298
hHR013985	LOC339306
hHC013986	CCDC39
hHC013987	KY
hHR013988	LOC340228
hHR013989	LOC341333
hHR013990	NBPF7
hHR013991	LOC343705
hHC013992	IFNA2
hHR013993	CASRL1
hHR013994	LOC346702
