feature_id	BS975181	BS975182	BS975183	BS975184	BS975185	BS975186	BS975187	BS975188	BS975189	BS975190	BS975191	BS975192
200650_s_at	10.95402125	11.1568173333333	10.85178875	11.8247094166667	11.0786415	10.9081665833333	10.9199453333333	11.0453995833333	11.0940988333333	11.0286405	10.7719291666667	10.9339954166667
200651_at	12.9514978333333	12.99033025	12.99033025	13.2634019166667	13.0095075	12.99033025	12.9514978333333	12.8074943333333	12.99033025	13.0999703333333	13.0505655	13.0999703333333
200652_at	10.5276156666667	10.61642725	10.7375435833333	10.64569175	10.7305963333333	10.5728118333333	10.58883675	10.6509605	10.6509605	10.4198555	10.6237456666667	10.7547961666667
200653_s_at	11.6126719166667	11.3785215833333	11.6220921666667	10.6110905833333	11.3785215833333	11.5069033333333	11.55576575	11.4407363333333	11.3840885833333	11.4407363333333	11.5265601666667	11.4875091666667
200654_at	9.795562	9.75641341666667	10.0126245833333	9.52447383333333	9.87832125	9.6364245	9.63357166666667	9.96447825	9.78216191666667	9.77031416666667	9.64014908333333	9.79403
200655_s_at	11.8731995833333	11.85225225	11.85225225	11.0592358333333	11.8056431666667	11.9121490833333	11.95687375	11.8247094166667	11.8310695	11.9353869166667	11.7441989166667	11.76245975
200656_s_at	8.92403883333333	8.79447116666667	9.10828375	8.50205125	8.75712966666667	8.65648720833333	8.6662815	8.71249825	8.57816375	8.31877216666667	8.48858791666667	8.84450008333333
200657_at	10.7915394166667	10.9816720833333	10.8576715	11.4581154166667	10.890426	10.6302761666667	10.7470150833333	10.9427023333333	10.95402125	10.8620609166667	10.6764051666667	11.0843359166667
200659_s_at	7.222224	7.08576	7.151779	6.79053791666667	7.09142241666667	7.0905665	7.19255325	7.26311491666667	7.21054941666667	7.15971783333333	7.29064491666667	6.91928208333333
200660_at	10.7000291666667	10.8459408333333	10.5078615833333	9.59591966666667	10.8024805833333	10.7915394166667	10.4849815833333	10.6237456666667	10.78111275	10.7144196666667	10.3070070833333	10.6339811666667
200661_at	10.4698034166667	10.5320368333333	10.3462431666667	10.95402125	10.0770145	10.31520925	10.2807381666667	10.1503143333333	9.85865758333333	10.2587084166667	10.6110905833333	9.99993058333333
200662_s_at	9.97353108333333	9.92462566666667	10.02951975	10.4431699166667	9.8466605	9.82794425	9.89567408333333	9.92462566666667	9.903753	9.81527966666667	9.80394666666667	9.89020491666667
200663_at	10.1864454166667	10.43568975	10.5607210833333	10.61642725	10.4698034166667	10.223359	10.1439458333333	10.37364175	10.54600075	10.5175666666667	10.179208	10.2807381666667
200665_s_at	11.42137025	10.9921505	10.894516	10.3825765833333	10.71929175	10.7116114166667	10.741471	10.5341251666667	10.36481775	10.8978153333333	11.70592825	10.5786808333333
200668_s_at	11.22080475	11.2500945833333	11.1568173333333	11.0887426666667	11.1298210833333	11.24381225	11.3996581666667	11.1487579166667	11.1535154166667	11.1124544166667	11.1535154166667	11.2378576666667
200669_s_at	10.0308954166667	10.34020425	10.2048394166667	10.2558705	10.0076940833333	10.121438	10.3046630833333	10.0663738333333	9.9911555	9.67696333333333	10.1042855	10.1946819166667
200671_s_at	4.63177075	5.593641	5.27677858333333	5.59297175	4.71882066666667	4.85761008333333	5.18841283333333	5.0736565	4.84403758333333	4.47915316666667	4.69731583333333	5.47197216666667
200673_at	10.37364175	10.5989231666667	10.5563304166667	11.26132025	10.6205938333333	10.4816184166667	10.37364175	10.7915394166667	10.8024805833333	10.8486774166667	10.36481775	10.3695621666667
200675_at	9.26194641666667	9.17464291666667	9.11815775	9.28589916666667	9.28857716666667	9.30463175	9.37484258333333	8.998622	9.52790858333333	8.82644466666667	9.50554616666667	9.54063658333333
200676_s_at	6.46914016666667	6.3762765	6.64719466666667	6.51368558333333	6.82358566666667	6.37991333333333	6.7792855	6.90472025	6.64900516666667	6.61874716666667	6.19627666666667	6.87176475
200677_at	10.0333065	10.179208	10.0724620833333	10.8070545833333	10.174252	10.1565775	10.1015335	10.2005674166667	10.2174298333333	10.39945875	10.0681849166667	9.961124
200678_x_at	10.0990995	10.7523875	10.5532063333333	9.47269458333333	10.4764490833333	10.5786808333333	10.1042855	10.35296775	10.4816184166667	10.6302761666667	9.89567408333333	10.6237456666667
200680_x_at	12.23388775	12.1304874166667	12.0849634166667	12.3767815	12.00719875	12.1441174166667	12.18399525	12.23388775	11.6594636666667	11.7397209166667	11.96394275	12.0752498333333
200681_at	9.56714583333333	9.50126916666667	9.25611783333333	9.92462566666667	9.40450158333333	9.12557158333333	9.47897041666667	9.515254	9.42517933333333	9.47401375	9.58577825	9.39472333333333
200683_s_at	8.75400841666667	9.02586991666667	9.0044165	8.90867458333333	8.86749625	8.9188325	9.02444166666667	8.69603008333333	8.69397333333333	8.58843833333333	8.9385055	9.05597808333333
200685_at	8.26859691666667	8.35651533333333	8.40496566666667	8.29932266666667	8.45943741666667	8.39755691666667	8.48513033333333	8.24791866666667	8.30675341666667	8.48745033333333	8.61908658333333	8.38694233333333
200686_s_at	11.1244140833333	10.6237456666667	10.6912578333333	11.2767919166667	11.09996825	11.2378576666667	10.8757078333333	10.7719291666667	11.0256858333333	10.8781355	10.8702618333333	10.9816720833333
200688_at	5.86287033333333	5.66060733333333	5.91870808333333	6.0799815	5.74887783333333	5.60383333333333	5.68204458333333	6.11080341666667	5.9652435	5.8675605	5.94538958333333	5.74944033333333
200690_at	6.21412533333333	6.79162816666667	6.65200441666667	6.49403275	6.6794595	6.47007283333333	6.30753666666667	6.545361	7.09610575	6.97092308333333	5.70626516666667	6.45452108333333
200694_s_at	9.55372358333333	9.32894908333333	9.22806125	9.05692233333333	9.37637708333333	9.18162733333333	9.3498525	9.29412525	9.48039441666667	9.25024033333333	9.39027383333333	9.365892
200696_s_at	8.45943741666667	8.94780516666667	8.87922741666667	9.64190533333333	8.93283341666667	8.82119708333333	8.83200983333333	9.05460583333333	8.93795491666667	9.37169058333333	9.27310325	8.90980058333333
200700_s_at	8.75827816666667	8.69603008333333	8.97639633333333	9.01930366666667	8.87296375	9.12482825	8.96249441666667	9.25906908333333	8.40096391666667	9.089601	9.07538125	8.96779125
200701_at	9.81224733333333	10.5501128333333	10.4286651666667	10.4286651666667	10.5501128333333	10.3437658333333	10.0681849166667	10.33848825	10.5341251666667	10.7375435833333	10.176946	10.35532625
200702_s_at	7.3403545	7.40454191666667	7.22773958333333	7.01307183333333	7.10995866666667	7.23362116666667	7.45464341666667	6.97002416666667	7.06115641666667	6.8457475	7.0348675	6.99542158333333
200703_at	10.3462431666667	10.3437658333333	10.452015	11.363958	10.7116114166667	10.56653825	10.44885125	10.4791886666667	10.3825765833333	10.6806450833333	10.9240265	10.581041
200705_s_at	12.5417114166667	12.6659764166667	12.6408553333333	12.683152	12.683152	12.5027875	12.6408553333333	12.76390225	12.6408553333333	12.5238890833333	12.683152	12.5952181666667
200706_s_at	9.74804575	9.4955795	9.96447825	9.17464291666667	9.78293425	9.73867558333333	9.69791908333333	9.35400541666667	9.34571516666667	9.32635566666667	9.56335991666667	9.983485
200707_at	8.37309716666667	8.48415366666667	8.20635058333333	8.34156316666667	8.30246141666667	8.17930033333333	8.05824875	8.13517816666667	8.22057741666667	8.1136305	8.04053016666667	8.24278725
200709_at	10.725096	10.927478	10.7305963333333	10.2670270833333	10.86617275	10.5918998333333	10.6842061666667	10.95402125	10.8413363333333	11.2378576666667	10.8781355	10.70722425
200710_at	9.31586291666667	9.13240125	9.14960175	8.89131258333333	9.31348558333333	9.03346208333333	8.94570725	9.09038683333333	9.46147766666667	8.80975308333333	8.99670325	9.34354291666667
200713_s_at	10.2257711666667	10.3129533333333	10.1412404166667	10.3605379166667	10.2312709166667	10.0577774166667	10.2440679166667	10.2843158333333	9.98883275	10.0965383333333	10.1907289166667	10.1163215
200715_x_at	12.41363925	12.3767815	12.2941465	11.9957728333333	12.5027875	12.23388775	12.2171059166667	12.3512845833333	12.4361031666667	12.2798488333333	12.30735425	12.5417114166667
200718_s_at	11.84818675	11.76245975	11.70592825	12.00719875	11.7242753333333	11.7486769166667	11.8310695	11.733387	11.7397209166667	11.6503914166667	11.8247094166667	11.6594636666667
200720_s_at	7.42543341666667	7.54475691666667	7.58422008333333	8.08921283333333	7.58768025	7.66088966666667	7.727012	7.58528308333333	7.59594141666667	7.77185575	7.52239925	7.67673983333333
200722_s_at	7.8471655	8.550885	8.23269566666667	9.264374	8.02629125	8.31547666666667	8.467518	8.08320466666667	7.92780716666667	7.424408	8.15893641666667	8.60030291666667
200723_s_at	9.81924816666667	10.0502305	9.94399708333333	11.0786415	9.892545	9.95304741666667	10.06248425	10.0770145	9.93820858333333	9.77269041666667	9.78293425	10.1536454166667
200724_at	4.83414725	4.89663758333333	4.8326755	4.56826075	4.89912841666667	4.7512395	4.78168475	4.66591458333333	4.60876175	4.76380058333333	4.96488708333333	4.66068483333333
200725_x_at	13.6051149166667	13.7251641666667	13.6186311666667	13.6382516666667	13.515537	13.65579525	13.6186311666667	13.5949339166667	13.4943200833333	13.4943200833333	13.5471115	13.6937956666667
200727_s_at	7.73656108333333	9.35400541666667	9.04746391666667	9.119696	8.00069383333333	9.21828666666667	9.13128341666667	8.42026708333333	7.83838891666667	7.85116508333333	8.17723516666667	9.00117691666667
200731_s_at	6.7607255	7.41086366666667	7.23019775	6.97452675	7.02979991666667	7.06528133333333	7.284802	6.96060041666667	6.62137166666667	6.73019133333333	7.19097991666667	6.73964975
200732_s_at	8.50747025	9.19137875	9.07150325	8.7710475	8.93795491666667	8.90297925	8.78351975	8.86851133333333	8.68363458333333	8.89247808333333	9.0227025	8.78240691666667
200734_s_at	8.22434233333333	8.63784216666667	8.49721641666667	9.13850225	8.327240875	8.48167241666667	8.550885	8.58136508333333	8.25027183333333	8.74166158333333	8.93283341666667	8.45793275
200739_s_at	8.51073925	8.46205766666667	8.29009016666667	8.53901616666667	8.19952875	8.14919733333333	8.34996316666667	8.325099	8.31786266666667	8.19887216666667	8.550885	8.52001183333333
200741_s_at	14.0078856666667	14.123201	13.97175375	13.8652868333333	14.0078856666667	14.1946604166667	14.0078856666667	14.15414375	14.0485245833333	13.9545319166667	14.15414375	14.1946604166667
200742_s_at	9.78293425	9.71910466666667	9.49370916666667	9.3075645	9.15296016666667	9.69381008333333	9.74278241666667	9.04100091666667	9.10167616666667	9.2638535	9.72297333333333	9.7056925
200743_s_at	10.6681050833333	10.6302761666667	10.8024805833333	10.2843158333333	10.5786808333333	10.662802	10.61642725	10.35532625	10.7915394166667	10.8231969166667	10.56653825	10.7000291666667
200745_s_at	10.0213785	10.11944525	9.9497225	10.1536454166667	9.731695	9.91279041666667	9.84224475	9.61878341666667	9.55053708333333	9.45280116666667	9.52615125	9.85865758333333
200747_s_at	8.67732558333333	8.28905441666667	8.3752855	8.12464025	8.64451966666667	8.03717116666667	8.26341175	8.30675341666667	8.45793275	8.48513033333333	8.64361316666667	8.37211008333333
200750_s_at	10.5320368333333	10.39945875	10.3303564166667	10.8459408333333	10.30030575	10.1357310833333	10.452015	10.4619716666667	10.4410971666667	10.2440679166667	10.4390735833333	10.452015
200751_s_at	9.14365233333333	10.1668780833333	10.06248425	10.3500121666667	9.831196	10.1439458333333	10.1864454166667	10.1357310833333	9.85349866666667	9.36700641666667	9.84224475	10.1668780833333
200752_s_at	7.49982145833333	7.54838225	7.61861933333333	7.29262808333333	7.45050341666667	7.33247575	7.38282266666667	7.52635175	7.207299	7.536484	7.99865066666667	7.40454191666667
200753_x_at	8.84289708333333	9.11338708333333	9.08026125	9.64477891666667	9.02444166666667	9.10828375	9.06363958333333	8.74812116666667	8.92754691666667	8.43028658333333	8.59451416666667	9.05521875
200755_s_at	7.31279683333333	7.3653855	7.42836375	7.493387	7.00361441666667	7.20263791666667	7.10114341666667	7.47215383333333	6.83310158333333	7.17862233333333	7.2499425	7.38689633333333
200756_x_at	6.33914116666667	6.07653858333333	6.39836075	6.86312725	6.07706125	6.10396791666667	6.53262825	6.28898	5.96459108333333	5.81256025	5.86819808333333	6.38174691666667
200757_s_at	7.31627425	7.03627975	7.275628	7.42337391666667	7.10061316666667	7.041567	7.21904091666667	7.34841975	7.18057591666667	7.34700358333333	7.21717941666667	7.21828266666667
200760_s_at	10.8757078333333	11.1976271666667	11.007284	11.09996825	10.6722110833333	10.8620609166667	11.0592358333333	10.6806450833333	10.66522375	10.25070675	10.8978153333333	10.8413363333333
200761_s_at	11.7979625	11.6739649166667	11.7546026666667	11.5783345833333	11.6739649166667	11.5910823333333	11.6739649166667	11.6503914166667	11.6668708333333	11.84412125	11.85902725	11.5713233333333
200762_at	10.2917584166667	10.5786808333333	10.61642725	9.89020491666667	10.54600075	10.5501128333333	10.2212855	10.5320368333333	10.4579493333333	10.9339954166667	9.80274033333333	10.33662425
200764_s_at	7.37405658333333	7.79146516666667	7.31627425	5.93306716666667	7.3973255	7.55279725	7.10833758333333	7.54645075	7.38926833333333	7.47180658333333	7.12482008333333	7.30966075
200765_x_at	8.05760416666667	8.69945058333333	8.24547066666667	6.42712516666667	8.46841875	8.33745575	8.017825	8.41943741666667	8.26290525	8.45943741666667	7.95199783333333	8.154202
200766_at	7.56130991666667	7.653225	8.08613808333333	7.19097991666667	7.6748835	7.3371685	7.45883325	7.72518625	8.025309	7.96449008333333	7.08817091666667	7.60134625
200767_s_at	6.38638691666667	6.83816658333333	6.54295541666667	6.68029508333333	6.29766366666667	6.51723975	6.614137	6.48122658333333	6.11362225	6.15098491666667	6.44770158333333	6.74425108333333
200771_at	4.72229616666667	5.16985075	4.66285033333333	4.538749	4.481879	4.53759466666667	4.33962541666667	5.32104941666667	5.065294	5.39345083333333	5.24371233333333	5.11580983333333
200774_at	10.7375435833333	10.7116114166667	10.725096	10.58883675	10.7470150833333	10.6205938333333	10.7915394166667	10.5989231666667	10.6722110833333	10.7000291666667	10.5728118333333	10.8296446666667
200775_s_at	11.47910225	11.8056431666667	11.6368578333333	11.9285174166667	11.6126719166667	11.6415794166667	11.6415794166667	11.7486769166667	11.6290671666667	11.5635686666667	11.4629106666667	11.6739649166667
200776_s_at	9.00861733333333	9.52447383333333	9.27310325	9.6389195	9.226934	9.56335991666667	9.81752166666667	9.3498525	9.10438766666667	8.7719855	9.38189025	9.41709425
200778_s_at	8.94926808333333	9.37484258333333	9.04290975	9.69009116666667	8.71604283333333	9.31586291666667	9.15717433333333	8.56214741666667	8.49662808333333	8.31265816666667	9.14614908333333	9.23436366666667
200779_at	10.452015	10.5946569166667	10.3794129166667	10.70471125	10.36481775	10.4072179166667	10.4390735833333	10.24843275	10.3847500833333	10.2917584166667	10.4462149166667	10.176946
200780_x_at	12.5238890833333	12.5238890833333	12.5238890833333	12.5238890833333	12.47429875	12.2798488333333	12.47429875	12.2520560833333	12.2941465	12.3956575833333	12.6243695833333	12.2520560833333
200781_s_at	13.90312525	14.0078856666667	13.90312525	14.0485245833333	13.928716	13.97175375	13.97175375	14.0485245833333	13.928716	13.8877550833333	13.79923875	14.0780303333333
200783_s_at	6.310631	6.601464	6.29072466666667	9.1624785	6.675351	6.44233241666667	6.73534141666667	6.53775566666667	6.52049716666667	6.74135766666667	6.729011	7.107138
200784_s_at	6.946088	7.20516925	7.15068733333333	6.26952641666667	7.14185208333333	6.98790766666667	6.989302	7.29481933333333	7.27102275	7.21522029166667	7.266534	7.08894291666667
