Probe_ID	Gene_Symbol
KDM4A	KDM4A
WWC2	WWC2
AC005702.4	AC005702.4
MIR22HG	MIR22HG
GGNBP1	GGNBP1
ATP1B3	ATP1B3
TRIM65	TRIM65
ESPL1	ESPL1
GFPT1	GFPT1
GGPS1	GGPS1
MKS1	MKS1
PLEKHB2	PLEKHB2
EPB41L4A	EPB41L4A
LINC00237	LINC00237
INPP5D	INPP5D
RP11-613D13.4	RP11-613D13.4
TMEM255A	TMEM255A
RP11-373N22.3	RP11-373N22.3
NEK3	NEK3
INPP4A	INPP4A
RP11-298I3.4	RP11-298I3.4
RP11-253I19.3	RP11-253I19.3
CHRFAM7A	CHRFAM7A
COX7A2L	COX7A2L
APC2	APC2
FASTK	FASTK
TRIM63	TRIM63
SLC25A13	SLC25A13
RP11-162J8.3	RP11-162J8.3
PABPC3	PABPC3
SMARCC2	SMARCC2
RP5-1085F17.4	RP5-1085F17.4
YTHDC2	YTHDC2
SEMA6A	SEMA6A
EPOR	EPOR
NR3C1	NR3C1
COPS7A	COPS7A
NDUFS2	NDUFS2
NT5DC2	NT5DC2
B2M	B2M
PIK3C3	PIK3C3
MIR621	MIR621
RNU6-1079P	RNU6-1079P
CELF2	CELF2
A2M-AS1	A2M-AS1
RP11-343K8.3	RP11-343K8.3
RP11-523O18.1	RP11-523O18.1
INTU	INTU
LINC00652	LINC00652
VNN3	VNN3
TEX22	TEX22
CCDC163P	CCDC163P
CTB-31O20.4	CTB-31O20.4
TAPBP	TAPBP
RFTN1	RFTN1
GPR68	GPR68
E2F5	E2F5
RP1-310O13.7	RP1-310O13.7
ZNF503	ZNF503
SCARNA3	SCARNA3
TBC1D20	TBC1D20
AC006547.13	AC006547.13
CST3	CST3
GLB1L	GLB1L
TAOK3	TAOK3
AVPR1B	AVPR1B
ESR1	ESR1
AC016831.7	AC016831.7
CTHRC1	CTHRC1
IL21R-AS1	IL21R-AS1
SHROOM4	SHROOM4
SSFA2	SSFA2
CD200R1L	CD200R1L
PPP1CA	PPP1CA
MIR93	MIR93
NUDT13	NUDT13
E2F7	E2F7
NQO2	NQO2
FMO4	FMO4
AF127936.7	AF127936.7
HOXA-AS4	HOXA-AS4
KIAA0754	KIAA0754
TMEM132D	TMEM132D
CD276	CD276
ST3GAL2	ST3GAL2
SEC24C	SEC24C
PELI1	PELI1
PHLDB2	PHLDB2
DNM1P35	DNM1P35
DDI2	DDI2
HECTD3	HECTD3
RASGRP1	RASGRP1
RP11-672A2.5	RP11-672A2.5
SNORA66	SNORA66
NME8	NME8
RP11-53B2.1	RP11-53B2.1
LYRM2	LYRM2
DLK1	DLK1
AC108218.1	AC108218.1
NLRP9	NLRP9
MB21D2	MB21D2
RAB2B	RAB2B
HAL	HAL
PIGC	PIGC
RNU6ATAC	RNU6ATAC
C17orf53	C17orf53
SAP30BP	SAP30BP
LINC00482	LINC00482
STRBP	STRBP
PGC	PGC
TRIB3	TRIB3
FARSB	FARSB
RP11-400N9.1	RP11-400N9.1
CAMTA1	CAMTA1
RP11-295M18.2	RP11-295M18.2
NRD1	NRD1
LINC00663	LINC00663
CYP2C8	CYP2C8
CNGB3	CNGB3
DHRS4-AS1	DHRS4-AS1
KCNH8	KCNH8
C20orf195	C20orf195
BAG1	BAG1
SLC8B1	SLC8B1
RP11-750H9.5	RP11-750H9.5
MRPS30	MRPS30
EFCAB8	EFCAB8
AK9	AK9
TIGD6	TIGD6
LINC00649	LINC00649
C1orf85	C1orf85
ABCB4	ABCB4
CTC-378H22.2	CTC-378H22.2
RBM11	RBM11
RP11-166O4.5	RP11-166O4.5
ZADH2	ZADH2
POLR2H	POLR2H
AC006994.2	AC006994.2
SLC44A2	SLC44A2
ABCB10	ABCB10
TSEN15	TSEN15
AC087069.1	AC087069.1
RHOXF1	RHOXF1
METTL17	METTL17
RP5-1120P11.3	RP5-1120P11.3
PLXNA2	PLXNA2
SBNO1	SBNO1
GIGYF2	GIGYF2
AL513547.1	AL513547.1
HAPLN3	HAPLN3
KCTD2	KCTD2
TMEM186	TMEM186
SNORA5A	SNORA5A
RP11-439E19.9	RP11-439E19.9
C5orf28	C5orf28
TECPR1	TECPR1
CCNI2	CCNI2
PUS7L	PUS7L
ZNF571-AS1	ZNF571-AS1
RPA1	RPA1
VPS13C	VPS13C
XRCC6BP1	XRCC6BP1
RGS17	RGS17
SNHG10	SNHG10
LINGO3	LINGO3
SLC23A1	SLC23A1
GPR84	GPR84
PAK1IP1	PAK1IP1
RP11-797A18.3	RP11-797A18.3
MYLIP	MYLIP
C9orf24	C9orf24
MUC12	MUC12
ACY3	ACY3
CTA-384D8.36	CTA-384D8.36
LINC00441	LINC00441
ORM2	ORM2
MIB2	MIB2
FEZ2	FEZ2
S100A12	S100A12
ATF6	ATF6
RP5-1029F21.2	RP5-1029F21.2
VPS33B	VPS33B
AC010536.1	AC010536.1
BX470102.3	BX470102.3
AC016700.3	AC016700.3
MPHOSPH6	MPHOSPH6
TMEM191A	TMEM191A
SLC2A14	SLC2A14
TMEM221	TMEM221
NONO	NONO
CCL19	CCL19
TWF1	TWF1
PPBP	PPBP
RP11-287D1.3	RP11-287D1.3
OASL	OASL
POU5F1	POU5F1
RP11-840I19.5	RP11-840I19.5
SRRT	SRRT
C16orf52	C16orf52
ST18	ST18
MAGEH1	MAGEH1
BRK1	BRK1
RNF215	RNF215
ABCB1	ABCB1
MFSD12	MFSD12
RP11-950C14.3	RP11-950C14.3
FBXO5	FBXO5
PFN1	PFN1
RP11-356I2.4	RP11-356I2.4
MIR661	MIR661
RP11-243J16.7	RP11-243J16.7
FAM166B	FAM166B
RP11-690I21.2	RP11-690I21.2
CTD-2382E5.4	CTD-2382E5.4
ESYT3	ESYT3
CLEC6A	CLEC6A
RP1-261D10.2	RP1-261D10.2
RBM17	RBM17
AK2	AK2
AP001623.1	AP001623.1
C1orf61	C1orf61
PARVG	PARVG
ZNF419	ZNF419
TRAPPC9	TRAPPC9
RP11-568J23.6	RP11-568J23.6
SCLT1	SCLT1
DTD2	DTD2
HK3	HK3
ANKK1	ANKK1
IRS2	IRS2
AC046143.2	AC046143.2
ARHGEF35	ARHGEF35
SMIM7	SMIM7
QARS	QARS
CLTCL1	CLTCL1
RP11-542M13.3	RP11-542M13.3
RP11-85F14.5	RP11-85F14.5
MSR1	MSR1
PTPDC1	PTPDC1
MAN1B1	MAN1B1
RP13-923O23.6	RP13-923O23.6
CTTNBP2	CTTNBP2
CCR4	CCR4
CCL2	CCL2
COMMD5	COMMD5
AKR1C2	AKR1C2
RP11-521I2.3	RP11-521I2.3
MRPS25	MRPS25
DDX11	DDX11
SNORA70.19	SNORA70.19
ALAS2	ALAS2
RNF114	RNF114
SLC35G6	SLC35G6
ZBTB40	ZBTB40
LRRN1	LRRN1
C12orf73	C12orf73
BHLHE40	BHLHE40
CTD-2583P5.3	CTD-2583P5.3
CABP4	CABP4
ARL6IP1	ARL6IP1
NCAPG2	NCAPG2
Y_RNA.208	Y_RNA.208
MIR5685	MIR5685
SUMO4	SUMO4
ASPM	ASPM
ACSL5	ACSL5
TMEM120A	TMEM120A
RBM14	RBM14
NSL1	NSL1
RP1-93H18.7	RP1-93H18.7
LIMS2	LIMS2
RP1-39G22.7	RP1-39G22.7
AC008753.6	AC008753.6
MAOA	MAOA
SLC25A44	SLC25A44
GIMAP2	GIMAP2
XPNPEP3	XPNPEP3
SLC9A2	SLC9A2
NLRP12	NLRP12
USP5	USP5
RP11-15A1.7	RP11-15A1.7
BUD13	BUD13
DENND3	DENND3
RP11-616K22.2	RP11-616K22.2
UBXN8	UBXN8
RP11-15E18.1	RP11-15E18.1
GABBR1	GABBR1
CTD-2524L6.3	CTD-2524L6.3
IFFO2	IFFO2
RNU6-807P	RNU6-807P
A4GNT	A4GNT
AKR7L	AKR7L
HSPA13	HSPA13
AC051649.1	AC051649.1
KLHL28	KLHL28
FCHO1	FCHO1
NDUFC1	NDUFC1
RP1-55C23.7	RP1-55C23.7
OAZ3	OAZ3
CAMK2D	CAMK2D
CTC-782O7.1	CTC-782O7.1
PRRG1	PRRG1
RP11-37B2.1	RP11-37B2.1
RNF11	RNF11
CBWD3	CBWD3
PRRT3-AS1	PRRT3-AS1
CDV3	CDV3
DOCK1	DOCK1
RP11-461L13.3	RP11-461L13.3
PNP	PNP
AC034220.3	AC034220.3
RP11-20B24.7	RP11-20B24.7
SPSB2	SPSB2
AC013472.3	AC013472.3
BRAF	BRAF
CECR1	CECR1
FHL2	FHL2
GGNBP2	GGNBP2
RP11-203B9.4	RP11-203B9.4
RP11-395G23.3	RP11-395G23.3
Z83844.1	Z83844.1
INPP5K	INPP5K
KLHL32	KLHL32
IL2RG	IL2RG
RP11-391M1.4	RP11-391M1.4
RP11-486B10.3	RP11-486B10.3
CD33	CD33
DYNLL1-AS1	DYNLL1-AS1
CHIC2	CHIC2
RP5-1071N3.1	RP5-1071N3.1
ZSCAN16-AS1	ZSCAN16-AS1
FAM161A	FAM161A
HGSNAT	HGSNAT
CDC45	CDC45
MIR33A	MIR33A
HYAL3	HYAL3
NPEPPS	NPEPPS
RP11-127L20.3	RP11-127L20.3
FAM57A	FAM57A
ZNF667-AS1	ZNF667-AS1
CPSF4L	CPSF4L
CD101	CD101
POU2F1	POU2F1
RP11-424G14.1	RP11-424G14.1
SKP2	SKP2
TTC30A	TTC30A
SLC25A18	SLC25A18
PBX3	PBX3
TNFAIP8L3	TNFAIP8L3
LRRTM2	LRRTM2
CTD-3148I10.15	CTD-3148I10.15
SFT2D1	SFT2D1
ANP32E	ANP32E
RN7SL821P	RN7SL821P
ENOX1	ENOX1
ACOT2	ACOT2
FAM92A1	FAM92A1
TRIP6	TRIP6
C2orf44	C2orf44
PPIL3	PPIL3
CTB-179K24.3	CTB-179K24.3
ZNF264	ZNF264
LAMB2	LAMB2
RP4-728D4.2	RP4-728D4.2
TEKT2	TEKT2
SLC41A2	SLC41A2
RP11-697H9.2	RP11-697H9.2
VPS16	VPS16
IQCK	IQCK
CIAPIN1	CIAPIN1
RP11-203M5.7	RP11-203M5.7
UBASH3B	UBASH3B
RMND1	RMND1
N4BP3	N4BP3
RP11-580I16.2	RP11-580I16.2
HAUS5	HAUS5
FASN	FASN
PGBD4	PGBD4
SCARNA21.4	SCARNA21.4
CDH26	CDH26
CTD-2545M3.8	CTD-2545M3.8
CHST7	CHST7
ARL3	ARL3
IFIT3	IFIT3
OPHN1	OPHN1
MXI1	MXI1
C17orf107	C17orf107
C1orf131	C1orf131
TBC1D1	TBC1D1
CTD-2561B21.11	CTD-2561B21.11
SCARF2	SCARF2
ZNF544	ZNF544
CTD-2017D11.1	CTD-2017D11.1
RP11-558F24.4	RP11-558F24.4
RLN3	RLN3
TSPAN2	TSPAN2
RP11-680G24.5	RP11-680G24.5
SLC16A8	SLC16A8
PRPH2	PRPH2
RP11-53B2.3	RP11-53B2.3
CDC6	CDC6
ADAM9	ADAM9
LPP-AS2	LPP-AS2
GCN1L1	GCN1L1
AC104809.3	AC104809.3
CTD-2260A17.2	CTD-2260A17.2
RFTN2	RFTN2
CTD-2382E5.1	CTD-2382E5.1
RP5-940J5.3	RP5-940J5.3
SH2D3C	SH2D3C
FAR1	FAR1
TMEM19	TMEM19
ACTB	ACTB
RNU6-767P	RNU6-767P
TTC21A	TTC21A
PRDM8	PRDM8
RP11-173M1.4	RP11-173M1.4
COL18A1	COL18A1
GYPC	GYPC
LTA	LTA
MIR4308	MIR4308
H2AFY	H2AFY
SRCIN1	SRCIN1
PI4KA	PI4KA
BLZF1	BLZF1
AQP1	AQP1
RP11-47I22.2	RP11-47I22.2
RP11-399O19.9	RP11-399O19.9
RRAD	RRAD
ACOT11	ACOT11
CTB-120L21.1	CTB-120L21.1
CCDC175	CCDC175
STK17A	STK17A
PPP5D1	PPP5D1
RP11-296L22.8	RP11-296L22.8
LILRB4	LILRB4
C16orf71	C16orf71
AQP3	AQP3
CCNG1	CCNG1
CTD-2265M8.2	CTD-2265M8.2
DCLRE1A	DCLRE1A
SLC35C1	SLC35C1
PPP1R36	PPP1R36
DDC8	DDC8
EAF1	EAF1
AXL	AXL
FAM179B	FAM179B
ZNF683	ZNF683
APTX	APTX
WWC3	WWC3
SAP30L-AS1	SAP30L-AS1
ARHGEF37	ARHGEF37
SAMD4A	SAMD4A
TANC1	TANC1
NUFIP2	NUFIP2
TUBB2B	TUBB2B
PIGG	PIGG
PXMP2	PXMP2
CEP70	CEP70
RP11-701P16.5	RP11-701P16.5
DHX35	DHX35
ZG16B	ZG16B
EIF3L	EIF3L
CDC16	CDC16
MIR940	MIR940
SNORA5C	SNORA5C
SLC38A1	SLC38A1
RPGR	RPGR
POGK	POGK
CTD-2523D13.2	CTD-2523D13.2
RP11-797H7.5	RP11-797H7.5
LINC00861	LINC00861
STRA13	STRA13
GCC2	GCC2
NEK4	NEK4
RUNX3	RUNX3
AC097713.4	AC097713.4
TTC7B	TTC7B
NACA	NACA
UFL1	UFL1
RASAL1	RASAL1
WBP1L	WBP1L
RP11-1113L8.1	RP11-1113L8.1
RP11-401F2.3	RP11-401F2.3
RP6-33F8.1	RP6-33F8.1
RP11-667K14.3	RP11-667K14.3
GPR20	GPR20
TP73	TP73
TLR2	TLR2
MRPS21	MRPS21
RPL36	RPL36
PROZ	PROZ
POLD4	POLD4
SNORD62	SNORD62
SNAP23	SNAP23
RAPGEF2	RAPGEF2
SEZ6	SEZ6
PRMT6	PRMT6
CTA-126B4.7	CTA-126B4.7
COPS5	COPS5
DUSP4	DUSP4
TTC18	TTC18
RP11-367N14.2	RP11-367N14.2
RNU6-594P	RNU6-594P
TSR1	TSR1
AACS	AACS
RING1	RING1
RP11-468E2.4	RP11-468E2.4
SUCLG2	SUCLG2
SNORA53	SNORA53
RNY1P6	RNY1P6
PRR14	PRR14
SAT1	SAT1
SEC23B	SEC23B
TMEM87A	TMEM87A
LONRF3	LONRF3
HSPA2	HSPA2
RN7SL312P	RN7SL312P
PHLPP2	PHLPP2
Y_RNA.645	Y_RNA.645
EEF1B2	EEF1B2
RPL18A	RPL18A
RPL34	RPL34
RAB4A	RAB4A
OGN	OGN
UCP2	UCP2
PIGR	PIGR
AL162424.1	AL162424.1
DACT3	DACT3
GPR89B	GPR89B
CLTA	CLTA
RP11-150O12.1	RP11-150O12.1
PTK7	PTK7
CCDC19	CCDC19
RP11-385D13.3	RP11-385D13.3
RAB1B	RAB1B
RP11-1055B8.4	RP11-1055B8.4
EXOC3L4	EXOC3L4
MTO1	MTO1
PRLR	PRLR
NEK1	NEK1
C22orf46	C22orf46
TAS2R13	TAS2R13
TPD52L2	TPD52L2
B3GAT1	B3GAT1
NCK2	NCK2
RN7SKP173	RN7SKP173
NFATC2IP	NFATC2IP
TMEM50A	TMEM50A
SLC39A3	SLC39A3
DUSP18	DUSP18
ST8SIA4	ST8SIA4
IQCJ-SCHIP1	IQCJ-SCHIP1
RNPS1	RNPS1
BRI3BP	BRI3BP
ATP1A3	ATP1A3
CTD-2341M24.1	CTD-2341M24.1
OSBPL5	OSBPL5
MPHOSPH8	MPHOSPH8
Y_RNA.498	Y_RNA.498
RP11-195E2.4	RP11-195E2.4
RP11-644F5.10	RP11-644F5.10
BLOC1S6	BLOC1S6
RP3-462E2.5	RP3-462E2.5
CRABP2	CRABP2
WDPCP	WDPCP
ZNF883	ZNF883
TIMM23B	TIMM23B
ESD	ESD
RP6-99M1.2	RP6-99M1.2
RP11-363J20.2	RP11-363J20.2
IGLVIVOR22-2	IGLVIVOR22-2
NABP2	NABP2
MAGI2	MAGI2
LINC00202-2	LINC00202-2
FUOM	FUOM
AC021860.1	AC021860.1
PPP1R2	PPP1R2
SLC19A2	SLC19A2
MSL1	MSL1
AC008073.9	AC008073.9
ACMSD	ACMSD
ADPGK	ADPGK
RP11-440L14.1	RP11-440L14.1
2-Mar	2-Mar
NRCAM	NRCAM
RP11-196G18.3	RP11-196G18.3
C22orf24	C22orf24
RP11-154D6.1	RP11-154D6.1
ZNF239	ZNF239
EAPP	EAPP
CTB-39G8.3	CTB-39G8.3
FARS2	FARS2
MAN2C1	MAN2C1
PROB1	PROB1
ZMYND10	ZMYND10
CTC-462L7.1	CTC-462L7.1
CTC-506B8.1	CTC-506B8.1
RP4-755D9.1	RP4-755D9.1
IGFBP4	IGFBP4
NEK7	NEK7
FOXJ2	FOXJ2
RP11-466C23.4	RP11-466C23.4
TMEM243	TMEM243
MRPL30.2	MRPL30.2
PAQR3	PAQR3
U91328.20	U91328.20
U4.2	U4.2
BSCL2	BSCL2
C15orf48	C15orf48
RAPGEF3	RAPGEF3
XXYLT1	XXYLT1
RP11-445P17.8	RP11-445P17.8
LRRC58	LRRC58
CTD-2006C1.12	CTD-2006C1.12
MSI2	MSI2
ADPRM	ADPRM
SLC27A1	SLC27A1
TENM3	TENM3
COX14	COX14
COL4A2	COL4A2
ATP5J2	ATP5J2
CTD-2530H12.2	CTD-2530H12.2
SPAG16	SPAG16
SLC4A7	SLC4A7
RP11-659E9.4	RP11-659E9.4
CCL23	CCL23
TPGS1	TPGS1
CTC-559E9.5	CTC-559E9.5
FMN1	FMN1
GLRX2	GLRX2
THYN1	THYN1
TTLL5	TTLL5
EMC9	EMC9
FBXO25	FBXO25
SAP18	SAP18
DDAH2	DDAH2
RP11-298I3.1	RP11-298I3.1
LIG1	LIG1
BCKDHA	BCKDHA
ADM	ADM
RNF7	RNF7
GCSAML-AS1	GCSAML-AS1
HSDL2	HSDL2
TRAK1	TRAK1
RNU6-1017P	RNU6-1017P
SERTAD3	SERTAD3
OARD1	OARD1
RP11-197K3.1	RP11-197K3.1
PSPH	PSPH
RNU6-866P	RNU6-866P
ZSCAN5A	ZSCAN5A
SEC16A	SEC16A
DCP1A	DCP1A
C1orf198	C1orf198
PRPF6	PRPF6
LINC00526	LINC00526
RP11-1336O20.2	RP11-1336O20.2
AC092782.1	AC092782.1
RP11-473O4.4	RP11-473O4.4
SIRPD	SIRPD
TMEM183A	TMEM183A
TMEM86A	TMEM86A
HRNR	HRNR
FAM8A1	FAM8A1
IGFBP5	IGFBP5
AP000692.9	AP000692.9
OXCT2	OXCT2
ZNF799	ZNF799
ZMAT5	ZMAT5
PPP1R37	PPP1R37
CTD-3065J16.9	CTD-3065J16.9
MTA1	MTA1
MED29	MED29
DYNC1LI2	DYNC1LI2
snoU13.161	snoU13.161
SOCS1	SOCS1
ZNF503-AS1	ZNF503-AS1
CISH	CISH
RP11-180P8.3	RP11-180P8.3
RNU4-47P	RNU4-47P
PAICS	PAICS
PCNXL4	PCNXL4
INHBA-AS1	INHBA-AS1
RAB3GAP1	RAB3GAP1
CCDC28B	CCDC28B
EGR1	EGR1
TBC1D15	TBC1D15
FABP5	FABP5
TCEAL4	TCEAL4
RP11-443B20.1	RP11-443B20.1
LRP10	LRP10
RLBP1	RLBP1
RP1-20C7.6	RP1-20C7.6
IFRD2	IFRD2
FOS	FOS
FNDC5	FNDC5
RP11-260M2.1	RP11-260M2.1
TMPRSS5	TMPRSS5
AL022476.2	AL022476.2
AC104695.4	AC104695.4
ERP27	ERP27
ABCE1	ABCE1
C9orf3	C9orf3
MIR181B1	MIR181B1
LRIG3	LRIG3
PITRM1	PITRM1
PTPLA	PTPLA
U2AF1L4	U2AF1L4
RAB8A	RAB8A
COG6	COG6
SFSWAP	SFSWAP
PDLIM5	PDLIM5
ACKR3	ACKR3
ZEB2	ZEB2
CNNM3	CNNM3
MLK4	MLK4
CLDN7	CLDN7
RP11-352G9.1	RP11-352G9.1
PICALM	PICALM
ERAP1	ERAP1
ARHGEF9-IT1	ARHGEF9-IT1
RP13-735L24.1	RP13-735L24.1
PCGF6	PCGF6
HIF1A	HIF1A
RP11-492E3.51	RP11-492E3.51
ZMAT3	ZMAT3
RP11-1191J2.4	RP11-1191J2.4
AL627171.1	AL627171.1
RP11-779O18.3	RP11-779O18.3
RNVU1-18	RNVU1-18
JARID2	JARID2
AFAP1L2	AFAP1L2
TRIM66	TRIM66
PLCL1	PLCL1
SLX4IP	SLX4IP
RP11-649G15.2	RP11-649G15.2
NETO2	NETO2
TROAP	TROAP
SYDE2	SYDE2
HTRA2	HTRA2
RP11-563E2.2	RP11-563E2.2
TCF3	TCF3
RP11-10O17.3	RP11-10O17.3
RP11-849F2.5	RP11-849F2.5
PPP1R10	PPP1R10
C19orf40	C19orf40
GATC	GATC
CASP8AP2	CASP8AP2
MIR4451	MIR4451
FAM129C	FAM129C
GADD45GIP1	GADD45GIP1
ARR3	ARR3
UPRT	UPRT
RP11-58K22.4	RP11-58K22.4
CP	CP
NAF1	NAF1
AC026740.1	AC026740.1
RP11-184A2.3	RP11-184A2.3
CLN3.2	CLN3.2
TMEM14E	TMEM14E
AL662800.1	AL662800.1
MRPL36	MRPL36
ST8SIA6	ST8SIA6
RP11-20E24.1	RP11-20E24.1
GK	GK
HELZ	HELZ
RP11-122K13.12	RP11-122K13.12
PLD6	PLD6
ESRP2	ESRP2
ENO1-AS1	ENO1-AS1
PM20D2	PM20D2
HFE	HFE
RP11-562A8.4	RP11-562A8.4
KB-1572G7.3	KB-1572G7.3
FAM90A1	FAM90A1
FAM195A	FAM195A
MCC	MCC
GPR173	GPR173
MTA3	MTA3
WDR17	WDR17
RP11-544I20.2	RP11-544I20.2
NEURL2	NEURL2
GIT2	GIT2
TESPA1	TESPA1
MIR4285	MIR4285
STOML1	STOML1
SNORD69	SNORD69
SNRPD3	SNRPD3
CCL3L3	CCL3L3
NFE2L3	NFE2L3
DARS2	DARS2
DPP3	DPP3
NDUFS1	NDUFS1
snoU13.165	snoU13.165
PDK3	PDK3
DFNA5	DFNA5
HIPK2	HIPK2
MSLN	MSLN
RASSF5	RASSF5
TREX1	TREX1
TMEM63B	TMEM63B
KIF9	KIF9
GBP6	GBP6
CAPS	CAPS
E2F3	E2F3
SMARCA5	SMARCA5
SEC16B	SEC16B
CNOT6	CNOT6
ZNF277	ZNF277
POGZ	POGZ
ARFRP1	ARFRP1
LIN52	LIN52
TMED8	TMED8
AC009120.5	AC009120.5
SMAP2	SMAP2
SUSD2	SUSD2
LINC00528	LINC00528
AC104809.4	AC104809.4
NUP107	NUP107
MAST1	MAST1
TMEM178A	TMEM178A
NEK2	NEK2
HSD17B6	HSD17B6
HSPB9	HSPB9
MIR27A	MIR27A
RP11-474O21.5	RP11-474O21.5
SGSM3	SGSM3
CTD-2655K5.1	CTD-2655K5.1
RP11-738E22.3	RP11-738E22.3
LMOD2	LMOD2
MXD4	MXD4
RP11-379F4.4	RP11-379F4.4
HLA-DPB1	HLA-DPB1
GAL3ST2	GAL3ST2
RP1L1	RP1L1
LINC00493	LINC00493
RP11-453F18__B.1	RP11-453F18__B.1
RN7SL34P	RN7SL34P
THSD1	THSD1
CYB5D1	CYB5D1
GSKIP	GSKIP
ACY1	ACY1
CTA-989H11.1	CTA-989H11.1
TLN2	TLN2
PAIP2	PAIP2
C11orf45	C11orf45
ACAD8	ACAD8
MROH6	MROH6
CTD-3060P21.1	CTD-3060P21.1
EBI3	EBI3
AC018867.2	AC018867.2
DDX19B	DDX19B
EFCAB14-AS1	EFCAB14-AS1
DHRS7B	DHRS7B
RP1-90J20.12	RP1-90J20.12
FAM114A2	FAM114A2
AC098820.3	AC098820.3
MICA	MICA
SNORD117	SNORD117
APITD1	APITD1
CTD-2047H16.2	CTD-2047H16.2
RGMB	RGMB
SPINK4	SPINK4
PDE1C	PDE1C
RP11-160H22.3	RP11-160H22.3
TSPAN15	TSPAN15
SNORA9	SNORA9
RP11-443B7.1	RP11-443B7.1
NRIP3	NRIP3
SNAPIN	SNAPIN
LNP1	LNP1
C10orf137	C10orf137
RP11-803B1.8	RP11-803B1.8
