Probe_ID	Gene_Symbol
GABRA1	GABRA1
RTF2	RTF2
SLC45A4	SLC45A4
RB1CC1	RB1CC1
AKAP11	AKAP11
STRAP	STRAP
PIGQ	PIGQ
CDH17	CDH17
RNASET2	RNASET2
B4GALT7	B4GALT7
SLC39A9	SLC39A9
FAM13B	FAM13B
RANBP3	RANBP3
CHPF2	CHPF2
LRRC7	LRRC7
GABARAPL2	GABARAPL2
MYOC	MYOC
FAM136A	FAM136A
NSMAF	NSMAF
OTC	OTC
TTC17	TTC17
HOXC8	HOXC8
MRI1	MRI1
BOD1L1	BOD1L1
TARBP1	TARBP1
RIPOR1	RIPOR1
BEST2	BEST2
RTN4R	RTN4R
PSMA4	PSMA4
RIPOR3	RIPOR3
SPATA7	SPATA7
ZPBP	ZPBP
CTNS	CTNS
LCP2	LCP2
GOPC	GOPC
DCN	DCN
TNFRSF17	TNFRSF17
MRPS10	MRPS10
GUCA1A	GUCA1A
GRN	GRN
THAP3	THAP3
VAMP3	VAMP3
UTS2	UTS2
RCN1	RCN1
RFC2	RFC2
PPP1R3F	PPP1R3F
NEXMIF	NEXMIF
ARHGEF5	ARHGEF5
NFE2L3	NFE2L3
TNIP3	TNIP3
SIKE1	SIKE1
TLL1	TLL1
NNAT	NNAT
CBLN4	CBLN4
CLDN11	CLDN11
FAM168A	FAM168A
RELT	RELT
CDC27	CDC27
PKP2	PKP2
IL1RAP	IL1RAP
YIPF1	YIPF1
ADCK2	ADCK2
INPP4A	INPP4A
SLC2A3	SLC2A3
ENPP2	ENPP2
CTDP1	CTDP1
STYK1	STYK1
GNA11	GNA11
CREB3L3	CREB3L3
PIGV	PIGV
HDAC7	HDAC7
MRPS35	MRPS35
BTN3A1	BTN3A1
APPBP2	APPBP2
RPL18	RPL18
CA11	CA11
ISOC2	ISOC2
EPN1	EPN1
CD22	CD22
GSC2	GSC2
ZFY	ZFY
HDHD5	HDHD5
KCNQ1	KCNQ1
TRPM5	TRPM5
TRIB2	TRIB2
OTUD5	OTUD5
GPKOW	GPKOW
AQR	AQR
KLK13	KLK13
KLK14	KLK14
ST6GALNAC1	ST6GALNAC1
MBD3	MBD3
LMCD1	LMCD1
PSMC4	PSMC4
FNDC8	FNDC8
CAMKK1	CAMKK1
FAM50A	FAM50A
ACAP1	ACAP1
DERL2	DERL2
NOX3	NOX3
ANO8	ANO8
KDM4B	KDM4B
PANX2	PANX2
ICAM3	ICAM3
CAMSAP3	CAMSAP3
CTTNBP2	CTTNBP2
ACTL6B	ACTL6B
FAM135B	FAM135B
CIC	CIC
KIF22	KIF22
PRSS22	PRSS22
CEACAM1	CEACAM1
YTHDC2	YTHDC2
TMEM161A	TMEM161A
BCAR1	BCAR1
FOXJ2	FOXJ2
TNFRSF1A	TNFRSF1A
GOLGA5	GOLGA5
METTL22	METTL22
CELSR3	CELSR3
PPP2R5B	PPP2R5B
PYGM	PYGM
BCL3	BCL3
KCNAB2	KCNAB2
PIGB	PIGB
PDZD4	PDZD4
NPIPB4	NPIPB4
PRLH	PRLH
REEP1	REEP1
FSTL3	FSTL3
EPHA8	EPHA8
TRIP13	TRIP13
P4HA2	P4HA2
VASH1	VASH1
PDCD2	PDCD2
LLGL2	LLGL2
KRT14	KRT14
KRT20	KRT20
ARHGEF10L	ARHGEF10L
SPP2	SPP2
HSD17B10	HSD17B10
FGF4	FGF4
RGS11	RGS11
NMRK2	NMRK2
MASP1	MASP1
ST6GAL1	ST6GAL1
TIMM21	TIMM21
BPIFB2	BPIFB2
REXO1	REXO1
MKRN2	MKRN2
GPATCH1	GPATCH1
IL4R	IL4R
KEAP1	KEAP1
P2RY10	P2RY10
TNS1	TNS1
NGFR	NGFR
NEB	NEB
NTN1	NTN1
ISOC1	ISOC1
KLF6	KLF6
TRO	TRO
MNT	MNT
AP3M2	AP3M2
LAPTM4A	LAPTM4A
ADAM7	ADAM7
ASNS	ASNS
PTPN18	PTPN18
DRD4	DRD4
SCT	SCT
ALDH3A2	ALDH3A2
STK10	STK10
ALPK1	ALPK1
TBX21	TBX21
MRPS34	MRPS34
CA12	CA12
MAP2K5	MAP2K5
TIGAR	TIGAR
FGF20	FGF20
MTMR7	MTMR7
CPB2	CPB2
FAM107B	FAM107B
CDK13	CDK13
TSPAN32	TSPAN32
FAR2	FAR2
TRAM2	TRAM2
CLDN18	CLDN18
ROPN1	ROPN1
NDUFB4	NDUFB4
HEATR6	HEATR6
ERLEC1	ERLEC1
CLIC5	CLIC5
TMEM131	TMEM131
ARPP21	ARPP21
CEACAM21	CEACAM21
TMEM38A	TMEM38A
PVR	PVR
ZNF222	ZNF222
PSG6	PSG6
ACTR6	ACTR6
SLC25A3	SLC25A3
NR1H4	NR1H4
FAP	FAP
NFKB2	NFKB2
MUSK	MUSK
DMRT3	DMRT3
OSBPL6	OSBPL6
WISP2	WISP2
CTSA	CTSA
ANKRD16	ANKRD16
GAL3ST2	GAL3ST2
UHRF1BP1	UHRF1BP1
OSTM1	OSTM1
IMPG2	IMPG2
ACTN1	ACTN1
NAIP	NAIP
DELE1	DELE1
SLC13A1	SLC13A1
PCDHB4	PCDHB4
PCDHB2	PCDHB2
HSPB11	HSPB11
STRADB	STRADB
FAM135A	FAM135A
DLG3	DLG3
SEMA5B	SEMA5B
SNAP91	SNAP91
PLOD1	PLOD1
TDRD3	TDRD3
OXCT1	OXCT1
ZNF324	ZNF324
ZNF416	ZNF416
RPS5	RPS5
FAM234B	FAM234B
PILRA	PILRA
RRN3	RRN3
MOGAT2	MOGAT2
CHERP	CHERP
AQP2	AQP2
DIMT1	DIMT1
EIF2AK1	EIF2AK1
NME8	NME8
EPDR1	EPDR1
MRPL28	MRPL28
HBQ1	HBQ1
CEACAM6	CEACAM6
RBM22	RBM22
HSD17B2	HSD17B2
MAP2	MAP2
ZW10	ZW10
ITGB4	ITGB4
PPP1R15A	PPP1R15A
TRIP6	TRIP6
ADAM11	ADAM11
LAMP2	LAMP2
SLC22A4	SLC22A4
CETP	CETP
MT3	MT3
PTHLH	PTHLH
TFAP2C	TFAP2C
SULT2B1	SULT2B1
EPS8L1	EPS8L1
CACNB4	CACNB4
NOL4L	NOL4L
DNMT3B	DNMT3B
REM1	REM1
PDRG1	PDRG1
EPB41L1	EPB41L1
PPP1R13B	PPP1R13B
TGM6	TGM6
RALGAPA2	RALGAPA2
RPL6	RPL6
ESF1	ESF1
SLC8B1	SLC8B1
TMEM230	TMEM230
OAS1	OAS1
SIRT4	SIRT4
TRMT6	TRMT6
HAUS5	HAUS5
UQCRC1	UQCRC1
GMIP	GMIP
LAG3	LAG3
MLF2	MLF2
OTUB2	OTUB2
LTBP4	LTBP4
TFAP4	TFAP4
PDCD7	PDCD7
SPG21	SPG21
CHRD	CHRD
THPO	THPO
FLT3LG	FLT3LG
GNPTG	GNPTG
GOLGA3	GOLGA3
CD209	CD209
EFNB1	EFNB1
GLG1	GLG1
PLEKHG2	PLEKHG2
DLL3	DLL3
NAT14	NAT14
AASDH	AASDH
LAMB4	LAMB4
DLD	DLD
ABCC6	ABCC6
CMTM6	CMTM6
MYO15A	MYO15A
APOH	APOH
SPAG7	SPAG7
ESR1	ESR1
RGS17	RGS17
TMEM101	TMEM101
CCDC80	CCDC80
CMA1	CMA1
PSME1	PSME1
HAUS4	HAUS4
CEBPE	CEBPE
OSGEP	OSGEP
SLC22A17	SLC22A17
G2E3	G2E3
TGM1	TGM1
TBX15	TBX15
TEKT2	TEKT2
UNC13D	UNC13D
COMT	COMT
XYLB	XYLB
OR1I1	OR1I1
ADH7	ADH7
ADH1A	ADH1A
KRT23	KRT23
CDC6	CDC6
AAAS	AAAS
CBX5	CBX5
KLHL20	KLHL20
FMO2	FMO2
DHPS	DHPS
RAB26	RAB26
PTBP3	PTBP3
PSMD5	PSMD5
NANS	NANS
SEMA4G	SEMA4G
TPSD1	TPSD1
GSTA3	GSTA3
MAPK13	MAPK13
TMEM14A	TMEM14A
RPS18	RPS18
GPANK1	GPANK1
BAG6	BAG6
VARS	VARS
PRRT1	PRRT1
LST1	LST1
ZNF184	ZNF184
VCL	VCL
SIRT1	SIRT1
TGFBR3	TGFBR3
TMED1	TMED1
ERMP1	ERMP1
MZF1	MZF1
OCEL1	OCEL1
PSMD8	PSMD8
STX1B	STX1B
BCL7C	BCL7C
EFNA2	EFNA2
ATP5F1D	ATP5F1D
CBARP	CBARP
PCDH11Y	PCDH11Y
AMELY	AMELY
FGF22	FGF22
SMIM24	SMIM24
IGFALS	IGFALS
MARCH2	MARCH2
NDUFB7	NDUFB7
TECR	TECR
TIMM13	TIMM13
CDC34	CDC34
MISP	MISP
POLR2E	POLR2E
GADD45B	GADD45B
MADCAM1	MADCAM1
MAPK12	MAPK12
SERPIND1	SERPIND1
SNAP29	SNAP29
LZTR1	LZTR1
THAP7	THAP7
MMP11	MMP11
MIF	MIF
DDTL	DDTL
OSM	OSM
TBC1D10A	TBC1D10A
SF3A1	SF3A1
USP18	USP18
RNF215	RNF215
SEC14L3	SEC14L3
SNRPD3	SNRPD3
MAPK1	MAPK1
TCN2	TCN2
CRYBB3	CRYBB3
MORC2	MORC2
SLC25A1	SLC25A1
PLA2G3	PLA2G3
LGALS2	LGALS2
PDXP	PDXP
ASPHD2	ASPHD2
LGALS1	LGALS1
PIK3IP1	PIK3IP1
SRRD	SRRD
PATZ1	PATZ1
CRYBB1	CRYBB1
ANKRD54	ANKRD54
SNU13	SNU13
MICALL1	MICALL1
CENPM	CENPM
KDELR3	KDELR3
DDX17	DDX17
DMC1	DMC1
HSCB	HSCB
CBY1	CBY1
TOMM22	TOMM22
RSPH14	RSPH14
XBP1	XBP1
RTCB	RTCB
JOSD1	JOSD1
GTPBP1	GTPBP1
PPP6R2	PPP6R2
DNAL4	DNAL4
C22orf31	C22orf31
MIOX	MIOX
LMF2	LMF2
CBX6	CBX6
RHBDD3	RHBDD3
APOBEC3D	APOBEC3D
RASL10A	RASL10A
HMGXB4	HMGXB4
BIK	BIK
HMOX1	HMOX1
NIPSNAP1	NIPSNAP1
MCM5	MCM5
ARSA	ARSA
RASD2	RASD2
TTLL12	TTLL12
CBX7	CBX7
ACR	ACR
CABP7	CABP7
RPL3	RPL3
SYNGR1	SYNGR1
TAB1	TAB1
PNPLA5	PNPLA5
PNPLA3	PNPLA3
MYH9	MYH9
TXN2	TXN2
FOXRED2	FOXRED2
EIF3D	EIF3D
ADSL	ADSL
PVALB	PVALB
UPK3A	UPK3A
FAM118A	FAM118A
ST13	ST13
IL2RB	IL2RB
RBX1	RBX1
L3MBTL2	L3MBTL2
CHADL	CHADL
PHF5A	PHF5A
ACO2	ACO2
PMM1	PMM1
CERK	CERK
BRD1	BRD1
ZBED4	ZBED4
HDAC10	HDAC10
RIPK3	RIPK3
PAPOLA	PAPOLA
HSP90AA1	HSP90AA1
NID2	NID2
MARK3	MARK3
SNAPC1	SNAPC1
SUPT16H	SUPT16H
ABHD4	ABHD4
FKBP3	FKBP3
CTSG	CTSG
GZMH	GZMH
GZMB	GZMB
PRMT5	PRMT5
COCH	COCH
AP4S1	AP4S1
POLE2	POLE2
SOS2	SOS2
CDKL1	CDKL1
PYGL	PYGL
	
GNPNAT1	GNPNAT1
CDKN3	CDKN3
CNIH1	CNIH1
CGRRF1	CGRRF1
ATP6V1D	ATP6V1D
CCDC198	CCDC198
PLEK2	PLEK2
LRRC74A	LRRC74A
PIGH	PIGH
PSMA3	PSMA3
VTI1B	VTI1B
TIMM9	TIMM9
GSTZ1	GSTZ1
TMED8	TMED8
SAMD15	SAMD15
AHSA1	AHSA1
ISM2	ISM2
SPTLC2	SPTLC2
RIN3	RIN3
ALKBH1	ALKBH1
CHGA	CHGA
DHRS7	DHRS7
SIX4	SIX4
CEP128	CEP128
ERH	ERH
SLC10A1	SLC10A1
EIF5	EIF5
SLC8A3	SLC8A3
ZFYVE21	ZFYVE21
MTHFD1	MTHFD1
BDKRB1	BDKRB1
VRK1	VRK1
PAPLN	PAPLN
APEX1	APEX1
PABPN1	PABPN1
EFS	EFS
ARHGAP5	ARHGAP5
CINP	CINP
SRP54	SRP54
PCK2	PCK2
NFKBIA	NFKBIA
EMC9	EMC9
PSME2	PSME2
BRMS1L	BRMS1L
PNN	PNN
RABGGTA	RABGGTA
CYP24A1	CYP24A1
PTPRA	PTPRA
NSFL1C	NSFL1C
ZFP64	ZFP64
SIRPG	SIRPG
GSS	GSS
PYGB	PYGB
PROCR	PROCR
MYBL2	MYBL2
R3HDML	R3HDML
PABPC1L	PABPC1L
SALL4	SALL4
CSTF1	CSTF1
TPD52L2	TPD52L2
CTSZ	CTSZ
TUBB1	TUBB1
SLCO4A1	SLCO4A1
TCFL5	TCFL5
BIRC7	BIRC7
UBOX5	UBOX5
EEF1A2	EEF1A2
PTK6	PTK6
SRMS	SRMS
C20orf27	C20orf27
TRIB3	TRIB3
CSNK2A1	CSNK2A1
MACROD2	MACROD2
SLC52A3	SLC52A3
RSPO4	RSPO4
PROKR2	PROKR2
FERMT1	FERMT1
PDYN	PDYN
TM9SF4	TM9SF4
TLDC2	TLDC2
SNTA1	SNTA1
OXT	OXT
PXMP4	PXMP4
CHMP4B	CHMP4B
LBP	LBP
SLC32A1	SLC32A1
CST4	CST4
WFDC2	WFDC2
AHCY	AHCY
SPINT3	SPINT3
PIGU	PIGU
ACOT8	ACOT8
APMAP	APMAP
TXNL1	TXNL1
MYL12A	MYL12A
RNF125	RNF125
POLI	POLI
NOX1	NOX1
ARSD	ARSD
TAF9	TAF9
IDH3G	IDH3G
SLC25A43	SLC25A43
H2BFWT	H2BFWT
MXRA5	MXRA5
VSIG1	VSIG1
PSMD10	PSMD10
STS	STS
TBL1X	TBL1X
PGRMC1	PGRMC1
RHOXF1	RHOXF1
NXT2	NXT2
GUCY2F	GUCY2F
ATP1B4	ATP1B4
TLR8	TLR8
WDR13	WDR13
PAGE4	PAGE4
GLRA2	GLRA2
STAG2	STAG2
F9	F9
ABCD1	ABCD1
BCORL1	BCORL1
KCND1	KCND1
SLC25A14	SLC25A14
FMR1	FMR1
PQBP1	PQBP1
PCSK1N	PCSK1N
RAB40AL	RAB40AL
GPR50	GPR50
HUWE1	HUWE1
RP2	RP2
USP11	USP11
HTATSF1	HTATSF1
TIMP1	TIMP1
PIN4	PIN4
ITIH6	ITIH6
MAGED2	MAGED2
GLA	GLA
ATP12A	ATP12A
NDFIP2	NDFIP2
MLNR	MLNR
ACP5	ACP5
ARHGEF7	ARHGEF7
SGCG	SGCG
DHRS12	DHRS12
OLFM4	OLFM4
ACSM2A	ACSM2A
NTHL1	NTHL1
ZNF263	ZNF263
MMP2	MMP2
CHD9	CHD9
ZNF205	ZNF205
ORC6	ORC6
C16orf70	C16orf70
CORO1A	CORO1A
MT4	MT4
LYRM1	LYRM1
NUTF2	NUTF2
CBLN1	CBLN1
ARL2BP	ARL2BP
PLLP	PLLP
CCL22	CCL22
DHODH	DHODH
CCL17	CCL17
ACD	ACD
POLR2C	POLR2C
PARD6A	PARD6A
MMP15	MMP15
USB1	USB1
CCDC113	CCDC113
PRSS54	PRSS54
NME3	NME3
PSMD7	PSMD7
SETD6	SETD6
SLC38A7	SLC38A7
HAS3	HAS3
SMPD3	SMPD3
SLC7A6	SLC7A6
PLA2G15	PLA2G15
FA2H	FA2H
CMC2	CMC2
PDIA2	PDIA2
ARHGDIG	ARHGDIG
MPG	MPG
HSDL1	HSDL1
WFDC1	WFDC1
USP10	USP10
TSC2	TSC2
ZNF500	ZNF500
NME4	NME4
DECR2	DECR2
FAM173A	FAM173A
METRN	METRN
STUB1	STUB1
RHBDL1	RHBDL1
MEFV	MEFV
CRYM	CRYM
CAPN15	CAPN15
AQP8	AQP8
USP31	USP31
HMOX2	HMOX2
TOX3	TOX3
QPRT	QPRT
MAZ	MAZ
CDIPT	CDIPT
BCKDK	BCKDK
KAT8	KAT8
TMC5	TMC5
SLC6A2	SLC6A2
KNOP1	KNOP1
MGA	MGA
AQP9	AQP9
CSK	CSK
MTFMT	MTFMT
RASL12	RASL12
CTSH	CTSH
CEMIP	CEMIP
EHD4	EHD4
TGM5	TGM5
GABPB1	GABPB1
SCG3	SCG3
DNAJC17	DNAJC17
RHOV	RHOV
VPS18	VPS18
OIP5	OIP5
BLOC1S6	BLOC1S6
EXTL3	EXTL3
FDFT1	FDFT1
AGO2	AGO2
PAG1	PAG1
TG	TG
BRF2	BRF2
ZFAND1	ZFAND1
RP1	RP1
RIPK2	RIPK2
CPQ	CPQ
DECR1	DECR1
SFRP1	SFRP1
PLAT	PLAT
DKK4	DKK4
GDAP1	GDAP1
PHF20L1	PHF20L1
EIF3E	EIF3E
EMC2	EMC2
WISP1	WISP1
STMN2	STMN2
TRPS1	TRPS1
CHRAC1	CHRAC1
NCALD	NCALD
GML	GML
UBR5	UBR5
PYCR3	PYCR3
MTMR9	MTMR9
DCTN6	DCTN6
GSR	GSR
TNFRSF10A	TNFRSF10A
PPP2CB	PPP2CB
NEFM	NEFM
KCTD9	KCTD9
HOMER3	HOMER3
CNOT3	CNOT3
EXOSC5	EXOSC5
PNPLA6	PNPLA6
PLAUR	PLAUR
PAF1	PAF1
STXBP2	STXBP2
CYP4F3	CYP4F3
ZNF432	ZNF432
ZNF180	ZNF180
ZNF780B	ZNF780B
MAN2B1	MAN2B1
TULP2	TULP2
DHDH	DHDH
RUVBL2	RUVBL2
ECH1	ECH1
HNRNPL	HNRNPL
LHB	LHB
SARS2	SARS2
KCNA7	KCNA7
SNRNP70	SNRNP70
RELB	RELB
CLASRP	CLASRP
LIN7B	LIN7B
PPP1R37	PPP1R37
FCGRT	FCGRT
CKM	CKM
PEX11G	PEX11G
SLC17A7	SLC17A7
RNASEH2A	RNASEH2A
SF3A2	SF3A2
AMH	AMH
DKKL1	DKKL1
TRMT1	TRMT1
RETN	RETN
RSPH6A	RSPH6A
TBC1D17	TBC1D17
CCDC130	CCDC130
AES	AES
SGTA	SGTA
KIR3DX1	KIR3DX1
SNAPC2	SNAPC2
C19orf53	C19orf53
FIZ1	FIZ1
C19orf44	C19orf44
EPHX3	EPHX3
ZNF419	ZNF419
SLC1A6	SLC1A6
POP4	POP4
PDCD5	PDCD5
LGALS13	LGALS13
FBL	FBL
CLC	CLC
CNTD2	CNTD2
EBI3	EBI3
TBCB	TBCB
FSD1	FSD1
POLR2I	POLR2I
APLP1	APLP1
CACTIN	CACTIN
CCDC9	CCDC9
TGFB1	TGFB1
DMAC2	DMAC2
CEACAM4	CEACAM4
PLIN3	PLIN3
CD79A	CD79A
LIM2	LIM2
RPS19	RPS19
NKG7	NKG7
ICAM5	ICAM5
CEACAM5	CEACAM5
CRX	CRX
SULT2A1	SULT2A1
CDC37	CDC37
RABAC1	RABAC1
CNFN	CNFN
ZNRF4	ZNRF4
HAS1	HAS1
RAB3D	RAB3D
DBP	DBP
EPOR	EPOR
RASIP1	RASIP1
FGF21	FGF21
WDR83OS	WDR83OS
CACNG7	CACNG7
GCDH	GCDH
DNASE2	DNASE2
LENG1	LENG1
RPL18A	RPL18A
SLC5A5	SLC5A5
KCNN1	KCNN1
ARRDC2	ARRDC2
PIK3R2	PIK3R2
RAB3A	RAB3A
PSENEN	PSENEN
COMP	COMP
UPK1A	UPK1A
TMEM147	TMEM147
GAPDHS	GAPDHS
HAMP	HAMP
USF2	USF2
KXD1	KXD1
FKBP8	FKBP8
ERF	ERF
GSK3A	GSK3A
ZNF574	ZNF574
SIPA1L3	SIPA1L3
CADM4	CADM4
PON1	PON1
CYP3A43	CYP3A43
HGF	HGF
LAMB1	LAMB1
UBE2D4	UBE2D4
WNT16	WNT16
CPA2	CPA2
CPA4	CPA4
GTPBP10	GTPBP10
TFPI2	TFPI2
BET1	BET1
NAMPT	NAMPT
TWISTNB	TWISTNB
PON2	PON2
ITGB8	ITGB8
HBP1	HBP1
SP4	SP4
CBLL1	CBLL1
DLX5	DLX5
MPP6	MPP6
OGDH	OGDH
NPVF	NPVF
H2AFV	H2AFV
CAV2	CAV2
HOXA2	HOXA2
LFNG	LFNG
HOXA5	HOXA5
HOXA6	HOXA6
TSPAN12	TSPAN12
HOXA13	HOXA13
EVX1	EVX1
CHN2	CHN2
ABHD11	ABHD11
FKBP14	FKBP14
STX1A	STX1A
NOD1	NOD1
CCL24	CCL24
BUD31	BUD31
CYP3A5	CYP3A5
SNX8	SNX8
WASL	WASL
HYAL4	HYAL4
SPAM1	SPAM1
AIMP2	AIMP2
TFR2	TFR2
MOSPD3	MOSPD3
PCOLCE	PCOLCE
RBM28	RBM28
IRS3P	IRS3P
LSM5	LSM5
SERPINE1	SERPINE1
MOGAT3	MOGAT3
C1GALT1	C1GALT1
PLOD3	PLOD3
RPA3	RPA3
FIS1	FIS1
GLCCI1	GLCCI1
MYL10	MYL10
NRF1	NRF1
CEP41	CEP41
ZNF862	ZNF862
MEST	MEST
RARRES2	RARRES2
YAE1	YAE1
GIMAP2	GIMAP2
PSMA2	PSMA2
MRPL32	MRPL32
COA1	COA1
AEBP1	AEBP1
POLD2	POLD2
MYL7	MYL7
BCL7B	BCL7B
YKT6	YKT6
CLIP2	CLIP2
PTGS1	PTGS1
ZNF510	ZNF510
ZNF688	ZNF688
CHMP5	CHMP5
SPATA6L	SPATA6L
FKTN	FKTN
PRUNE2	PRUNE2
SEC61B	SEC61B
C5	C5
AKNA	AKNA
TNFSF8	TNFSF8
AK1	AK1
RLN1	RLN1
PLGRKT	PLGRKT
TBC1D13	TBC1D13
ELAVL2	ELAVL2
EDF1	EDF1
SETX	SETX
C8G	C8G
VIM	VIM
BLNK	BLNK
CYP26A1	CYP26A1
ATE1	ATE1
CDH23	CDH23
CCSER2	CCSER2
ACTA2	ACTA2
SFXN3	SFXN3
FBXL15	FBXL15
PITRM1	PITRM1
STN1	STN1
DNAJC12	DNAJC12
PPIF	PPIF
TBC1D12	TBC1D12
MPO	MPO
ST6GALNAC2	ST6GALNAC2
DHX33	DHX33
UTP18	UTP18
SLC25A39	SLC25A39
P2RX5	P2RX5
EPX	EPX
CRYBA1	CRYBA1
NUFIP2	NUFIP2
GIT1	GIT1
RPL19	RPL19
RUNDC3A	RUNDC3A
CSF3	CSF3
SUPT4H1	SUPT4H1
WNT3	WNT3
SHPK	SHPK
TAX1BP3	TAX1BP3
P2RX1	P2RX1
KRT37	KRT37
GOSR2	GOSR2
PNPO	PNPO
TVP23C	TVP23C
RPS6KB1	RPS6KB1
ZNF29P	ZNF29P
CBX1	CBX1
PIGL	PIGL
GALK1	GALK1
HOXB6	HOXB6
PFN1	PFN1
SLC25A11	SLC25A11
RASD1	RASD1
NUP88	NUP88
C1QBP	C1QBP
CPD	CPD
GOSR1	GOSR1
CCDC47	CCDC47
MED31	MED31
DRG2	DRG2
AKAP10	AKAP10
ALDH3A1	ALDH3A1
SMARCD2	SMARCD2
PRR29	PRR29
SYNGR2	SYNGR2
DDX5	DDX5
C17orf75	C17orf75
ASIC2	ASIC2
CCL2	CCL2
CCL1	CCL1
CCL13	CCL13
PEX12	PEX12
KRT32	KRT32
KAT2A	KAT2A
NAGLU	NAGLU
HSD17B1	HSD17B1
ABI3	ABI3
COL1A1	COL1A1
MRPL27	MRPL27
LRRC59	LRRC59
HDAC5	HDAC5
PPY	PPY
DUSP3	DUSP3
CACNG1	CACNG1
HLF	HLF
EFNB3	EFNB3
FAM20A	FAM20A
RANGRF	RANGRF
RCVRN	RCVRN
MYH1	MYH1
VTN	VTN
TNFAIP1	TNFAIP1
TMEM97	TMEM97
FOXN1	FOXN1
ALDOC	ALDOC
CD38	CD38
IBSP	IBSP
LAP3	LAP3
CXCL6	CXCL6
JADE1	JADE1
RUFY3	RUFY3
AFM	AFM
AFP	AFP
PHOX2B	PHOX2B
GNRHR	GNRHR
CWH43	CWH43
SULT1E1	SULT1E1
SMR3A	SMR3A
LAMTOR3	LAMTOR3
PF4V1	PF4V1
NFKB1	NFKB1
MANBA	MANBA
KLHL2	KLHL2
IL2	IL2
WFS1	WFS1
GAR1	GAR1
FRG1	FRG1
CLNK	CLNK
FAM149A	FAM149A
SPA17	SPA17
CD82	CD82
LDHA	LDHA
SPI1	SPI1
PLEKHB1	PLEKHB1
CRYAB	CRYAB
CTSC	CTSC
ZPR1	ZPR1
CRTAM	CRTAM
JHY	JHY
HSPA8	HSPA8
DTX4	DTX4
UNC93B1	UNC93B1
PUS3	PUS3
ST3GAL4	ST3GAL4
SF1	SF1
CCND1	CCND1
CCDC86	CCDC86
PRPF19	PRPF19
TMEM109	TMEM109
ANAPC15	ANAPC15
PANX1	PANX1
APOA5	APOA5
APOC3	APOC3
IL10RA	IL10RA
GALNT18	GALNT18
BIRC2	BIRC2
PDHX	PDHX
SLC15A3	SLC15A3
SCGB2A2	SCGB2A2
DGAT2	DGAT2
C11orf58	C11orf58
RPS13	RPS13
HP	HP
YBX3	YBX3
DDX11	DDX11
KITLG	KITLG
SART3	SART3
ZNF268	ZNF268
RPLP0	RPLP0
PXN	PXN
RAD52	RAD52
POLR3B	POLR3B
PPFIBP1	PPFIBP1
CD69	CD69
PRDM4	PRDM4
CLEC2B	CLEC2B
SELPLG	SELPLG
ASIC1	ASIC1
DAO	DAO
KCTD10	KCTD10
MLEC	MLEC
MVK	MVK
CSRNP2	CSRNP2
IL23A	IL23A
SYT10	SYT10
CYP27B1	CYP27B1
MYF6	MYF6
MYF5	MYF5
GLI1	GLI1
PPM1H	PPM1H
